,cnn_intrsctn_fkey,ped_action
0,23926000,0.5489600282292054
1,23969000,0.5489600282292054
2,22495000,1.6468800846876164
3,24726000,1.6468800846876164
4,23811000,0.5489600282292054
5,25468000,0.5489600282292054
6,25967000,1.6468800846876164
7,25940000,0.5489600282292054
8,25595000,0.5489600282292054
9,25301000,0.5489600282292054
10,23555000,0.5489600282292054
11,26634000,1.6468800846876164
12,23673000,1.6468800846876164
13,24326000,0.5489600282292054
14,24781000,1.6468800846876164
15,20410000,0.5489600282292054
16,25190000,1.0979200564584108
17,23834000,0.5489600282292054
18,24237000,0.5489600282292054
19,21491000,0.5489600282292054
20,27989000,1.6468800846876164
21,27966000,0.5489600282292054
22,24925000,0.5489600282292054
23,24572000,0.5489600282292054
24,20364000,0.5489600282292054
25,20812000,0.5489600282292054
26,26811000,1.6468800846876164
27,23535000,1.0979200564584108
28,26614000,0.5489600282292054
29,23888000,1.6468800846876164
30,24349000,0.5489600282292054
31,24913000,0.5489600282292054
32,20987000,0.5489600282292054
33,25209000,0.5489600282292054
34,24183000,0.5489600282292054
35,23778000,0.5489600282292054
36,20868000,0.5489600282292054
37,27335000,1.0979200564584108
38,23634000,1.6468800846876164
39,30079000,2.744800141146027
40,23797000,0.5489600282292054
41,25593000,2.744800141146027
42,24215000,1.6468800846876164
43,27479000,0.5489600282292054
44,26629000,1.0979200564584108
45,24674000,1.0979200564584108
46,26350000,1.6468800846876164
47,24466000,0.5489600282292054
48,24079000,1.6468800846876164
49,22461000,0.5489600282292054
50,24437000,0.5489600282292054
51,24355000,0.5489600282292054
52,23634000,1.6468800846876164
53,52247000,0.5489600282292054
54,27096000,0.5489600282292054
55,27727000,1.6468800846876164
56,26041000,0.5489600282292054
57,35053000,0.5489600282292054
58,23798000,1.0979200564584108
59,21964000,0.5489600282292054
60,21932000,0.5489600282292054
61,25814000,1.6468800846876164
62,25913000,0.5489600282292054
63,24353000,1.6468800846876164
64,33027000,2.744800141146027
65,33437000,1.6468800846876164
66,24459000,0.5489600282292054
67,21859000,0.5489600282292054
68,26725000,0.5489600282292054
69,24170000,1.6468800846876164
70,23949000,1.6468800846876164
71,27087000,0.5489600282292054
72,25698000,0.5489600282292054
73,27260000,0.5489600282292054
74,23871000,1.6468800846876164
75,24003000,0.5489600282292054
76,23677000,0.5489600282292054
77,30747000,1.6468800846876164
78,25219000,1.6468800846876164
79,24183000,1.6468800846876164
80,25876000,0.5489600282292054
81,23797000,0.5489600282292054
82,20771000,1.0979200564584108
83,24892000,0.5489600282292054
84,54108000,0.5489600282292054
85,27567000,0.5489600282292054
86,24183000,0.5489600282292054
87,32859000,1.6468800846876164
88,21524000,0.5489600282292054
89,24291000,0.5489600282292054
90,21624000,1.6468800846876164
91,23891000,0.5489600282292054
92,25536000,0.5489600282292054
93,23744000,0.5489600282292054
94,33638000,1.6468800846876164
95,27365000,0.5489600282292054
96,54042000,1.6468800846876164
97,30734000,0.5489600282292054
98,23210000,0.5489600282292054
99,23578000,0.5489600282292054
100,22222000,0.5489600282292054
101,26508000,1.6468800846876164
102,27871000,0.5489600282292054
103,25202000,0.5489600282292054
104,21911000,0.5489600282292054
105,26643000,0.5489600282292054
106,25972000,1.0979200564584108
107,26409000,0.5489600282292054
108,27364000,0.5489600282292054
109,33393000,0.5489600282292054
110,20438000,2.1958401129168217
111,20223000,0.5489600282292054
112,26759000,0.5489600282292054
113,24145000,1.0979200564584108
114,26521000,1.6468800846876164
115,22662000,0.5489600282292054
116,24685000,0.5489600282292054
117,23149000,1.0979200564584108
118,22629000,3.842720197604438
119,24461000,1.6468800846876164
120,23313000,0.5489600282292054
121,23740000,0.5489600282292054
122,30728000,0.5489600282292054
123,20155000,1.6468800846876164
124,27151000,0.5489600282292054
125,20490000,0.5489600282292054
126,23853000,0.5489600282292054
127,24383000,0.5489600282292054
128,25463000,0.5489600282292054
129,34019000,1.6468800846876164
130,23440000,1.6468800846876164
131,25201000,0.5489600282292054
132,27621000,0.5489600282292054
133,25703000,0.5489600282292054
134,24311000,1.6468800846876164
135,25222000,0.5489600282292054
136,26419000,0.5489600282292054
137,32859000,0.5489600282292054
138,52238000,1.6468800846876164
139,22537000,1.6468800846876164
140,25315000,2.1958401129168217
141,24331000,2.1958401129168217
142,25292000,0.5489600282292054
143,24513000,0.5489600282292054
144,21897000,1.0979200564584108
145,24055000,2.744800141146027
146,33287000,1.6468800846876164
147,21844000,0.5489600282292054
148,20247000,0.5489600282292054
149,30016000,1.6468800846876164
150,54124000,0.5489600282292054
151,50157000,0.5489600282292054
152,24936000,1.6468800846876164
153,25804000,1.6468800846876164
154,24265000,0.5489600282292054
155,23378000,0.5489600282292054
156,27297000,0.5489600282292054
157,50691000,0.5489600282292054
158,24431000,0.5489600282292054
159,32859000,0.5489600282292054
160,32859000,0.5489600282292054
161,24315000,1.6468800846876164
162,26052000,0.5489600282292054
163,27449000,1.0979200564584108
164,26580000,0.5489600282292054
165,25183000,0.5489600282292054
166,26632000,0.5489600282292054
167,50091000,0.5489600282292054
168,22436000,1.0979200564584108
169,20813000,0.5489600282292054
170,25225000,1.6468800846876164
171,21306000,1.6468800846876164
172,30729000,0.5489600282292054
173,25962000,1.6468800846876164
174,23604000,0.5489600282292054
175,20164000,0.5489600282292054
176,53011000,0.5489600282292054
177,23810000,1.6468800846876164
178,24388000,1.6468800846876164
179,23553000,0.5489600282292054
180,24144000,0.5489600282292054
181,24734000,1.6468800846876164
182,24139000,0.5489600282292054
183,24104000,0.5489600282292054
184,26563000,1.6468800846876164
185,25475000,0.5489600282292054
186,52273000,0.5489600282292054
187,24008000,1.6468800846876164
188,24000000,0.5489600282292054
189,21705000,1.0979200564584108
190,24887000,1.6468800846876164
191,20219000,0.5489600282292054
192,25957000,1.6468800846876164
193,26583000,1.6468800846876164
194,25176000,0.5489600282292054
195,25806000,0.5489600282292054
196,24444000,0.5489600282292054
197,25070000,0.5489600282292054
198,51760000,0.5489600282292054
199,24128000,0.5489600282292054
200,27154000,0.5489600282292054
201,24311000,0.5489600282292054
202,26763000,0.5489600282292054
203,21137000,1.0979200564584108
204,27340000,0.5489600282292054
205,23597000,0.5489600282292054
206,35069000,0.5489600282292054
207,24532000,0.5489600282292054
208,51631000,0.5489600282292054
209,52258000,0.5489600282292054
210,25908000,2.744800141146027
211,25493000,1.6468800846876164
212,34026000,1.6468800846876164
213,24450000,2.1958401129168217
214,25343000,1.6468800846876164
215,26260000,1.6468800846876164
216,26042000,2.744800141146027
217,24514000,1.6468800846876164
218,26050000,0.5489600282292054
219,26347000,0.5489600282292054
220,24350000,0.5489600282292054
221,24429000,0.5489600282292054
222,26621000,0.5489600282292054
223,26540000,1.0979200564584108
224,21893000,0.5489600282292054
225,25197000,0.5489600282292054
226,25170000,1.6468800846876164
227,25814000,1.6468800846876164
228,27839000,1.0979200564584108
229,26551000,0.5489600282292054
230,27232000,0.5489600282292054
231,30733000,0.5489600282292054
232,27909000,1.6468800846876164
233,30735000,0.5489600282292054
234,25192000,1.6468800846876164
235,21712000,0.5489600282292054
236,25226000,0.5489600282292054
237,24922000,0.5489600282292054
238,23773000,0.5489600282292054
239,33270000,0.5489600282292054
240,20765000,0.5489600282292054
241,23944000,0.5489600282292054
242,26576000,0.5489600282292054
243,26674000,0.5489600282292054
244,26193000,0.5489600282292054
245,22614000,0.5489600282292054
246,24696000,1.6468800846876164
247,24388000,0.5489600282292054
248,24880000,0.5489600282292054
249,27263000,0.5489600282292054
250,23553000,0.5489600282292054
251,25301000,0.5489600282292054
252,24180000,1.6468800846876164
253,25703000,0.5489600282292054
254,24541000,0.5489600282292054
255,25906000,0.5489600282292054
256,24942000,1.6468800846876164
257,25565000,0.5489600282292054
258,22435000,0.5489600282292054
259,32859000,0.5489600282292054
260,23881000,1.6468800846876164
261,24209000,1.6468800846876164
262,26706000,0.5489600282292054
263,24605000,0.5489600282292054
264,50078000,1.0979200564584108
265,24315000,0.5489600282292054
266,26695000,1.0979200564584108
267,27635000,0.5489600282292054
268,24414000,0.5489600282292054
269,26722000,0.5489600282292054
270,33118000,0.5489600282292054
271,24429000,4.940640254062849
272,24560000,1.0979200564584108
273,26347000,0.5489600282292054
274,27015000,0.5489600282292054
275,25860000,1.0979200564584108
276,32859000,1.6468800846876164
277,27553000,1.6468800846876164
278,26692000,1.0979200564584108
279,20489000,1.6468800846876164
280,33717000,1.6468800846876164
281,27154000,0.5489600282292054
282,24285000,0.5489600282292054
283,21548000,0.5489600282292054
284,26715000,1.0979200564584108
285,30735000,1.6468800846876164
286,21023000,0.5489600282292054
287,20118000,0.5489600282292054
288,21328000,0.5489600282292054
289,25971000,0.5489600282292054
290,26594000,0.5489600282292054
291,21705000,1.0979200564584108
292,20114000,1.0979200564584108
293,27441000,0.5489600282292054
294,25222000,1.0979200564584108
295,33221000,1.6468800846876164
296,20515000,0.5489600282292054
297,24386000,1.0979200564584108
298,24429000,0.5489600282292054
299,26067000,0.5489600282292054
300,27519000,0.5489600282292054
301,24123000,0.5489600282292054
302,26514000,1.6468800846876164
303,21849000,0.5489600282292054
304,24450000,0.5489600282292054
305,20213000,1.6468800846876164
306,33407000,0.5489600282292054
307,22982000,0.5489600282292054
308,23418000,0.5489600282292054
309,20574000,1.6468800846876164
310,27628000,0.5489600282292054
311,26004000,0.5489600282292054
312,22554000,1.0979200564584108
313,23183000,2.744800141146027
314,30727000,1.0979200564584108
315,21023000,0.5489600282292054
316,25804000,1.6468800846876164
317,24541000,1.6468800846876164
318,25173000,1.6468800846876164
319,27612000,0.5489600282292054
320,23941000,0.5489600282292054
321,24192000,0.5489600282292054
322,20108000,0.5489600282292054
323,24022000,0.5489600282292054
324,27364000,0.5489600282292054
325,20687000,1.6468800846876164
326,26349000,0.5489600282292054
327,22895000,1.6468800846876164
328,23796000,1.6468800846876164
329,23308000,0.5489600282292054
330,21084000,1.6468800846876164
331,23149000,1.0979200564584108
332,30732000,0.5489600282292054
333,23952000,0.5489600282292054
334,23548000,0.5489600282292054
335,27546000,0.5489600282292054
336,23953000,1.0979200564584108
337,25523000,0.5489600282292054
338,24892000,1.6468800846876164
339,25184000,0.5489600282292054
340,20945000,0.5489600282292054
341,30727000,0.5489600282292054
342,23812000,0.5489600282292054
343,26105000,0.5489600282292054
344,26570000,2.1958401129168217
345,27279000,0.5489600282292054
346,23908000,0.5489600282292054
347,23435000,0.5489600282292054
348,24349000,0.5489600282292054
349,21740000,0.5489600282292054
350,26621000,1.6468800846876164
351,23780000,0.5489600282292054
352,32859000,1.0979200564584108
353,27757000,0.5489600282292054
354,24183000,1.6468800846876164
355,20773000,0.5489600282292054
356,33737000,1.0979200564584108
357,33104000,0.5489600282292054
358,24324000,1.6468800846876164
359,23821000,0.5489600282292054
360,21768000,0.5489600282292054
361,32859000,0.5489600282292054
362,27086000,0.5489600282292054
363,22840000,1.6468800846876164
364,21296000,1.6468800846876164
365,52166000,1.6468800846876164
366,26494000,0.5489600282292054
367,30729000,0.5489600282292054
368,24892000,0.5489600282292054
369,22437000,0.5489600282292054
370,25676000,1.6468800846876164
371,23506000,1.6468800846876164
372,22162000,0.5489600282292054
373,25987000,0.5489600282292054
374,24463000,2.1958401129168217
375,26383000,1.6468800846876164
376,27837000,1.6468800846876164
377,20472000,2.1958401129168217
378,23897000,0.5489600282292054
379,20219000,0.5489600282292054
380,24696000,0.5489600282292054
381,23006000,0.5489600282292054
382,26943000,0.5489600282292054
383,25530000,0.5489600282292054
384,25475000,0.5489600282292054
385,24314000,2.744800141146027
386,27553000,1.0979200564584108
387,24916000,0.5489600282292054
388,30705000,1.6468800846876164
