,cnn_sgmt_fkey,ped_action
219,5456000.0,0.5441980001295812
220,513000.0,0.5441980001295812
221,8752201.0,0.5441980001295812
226,6116000.0,1.6325940003887436
227,8768201.0,1.6325940003887436
232,1929000.0,1.6325940003887436
236,13157101.0,0.5441980001295812
237,6259000.0,0.5441980001295812
238,10994000.0,0.5441980001295812
239,2550000.0,0.5441980001295812
241,7039001.0,0.5441980001295812
242,6471000.0,0.5441980001295812
244,4141000.0,0.5441980001295812
245,3130000.0,0.5441980001295812
248,12559101.0,0.5441980001295812
249,5917000.0,0.5441980001295812
251,10570000.0,0.5441980001295812
252,726000.0,1.6325940003887436
254,7033000.0,0.5441980001295812
255,9751000.0,0.5441980001295812
256,12430000.0,1.6325940003887436
257,7144000.0,0.5441980001295812
258,10613201.0,0.5441980001295812
259,184101.0,0.5441980001295812
263,131000.0,0.5441980001295812
264,374001.0,1.0883960002591624
265,366001.0,0.5441980001295812
267,3596000.0,0.5441980001295812
268,484000.0,0.5441980001295812
270,5331101.0,0.5441980001295812
271,8752201.0,4.897782001166231
272,5860000.0,1.0883960002591624
273,8852000.0,0.5441980001295812
275,4982000.0,1.0883960002591624
276,184101.0,1.6325940003887436
278,6510000.0,1.0883960002591624
283,9193000.0,0.5441980001295812
285,8744201.0,1.6325940003887436
286,2800102.0,0.5441980001295812
287,10218000.0,0.5441980001295812
289,6270000.0,0.5441980001295812
290,6042201.0,0.5441980001295812
292,7235000.0,1.0883960002591624
297,12017202.0,1.0883960002591624
298,8752201.0,0.5441980001295812
302,7963000.0,1.6325940003887436
303,1667000.0,0.5441980001295812
304,13145101.0,0.5441980001295812
305,209101.0,1.6325940003887436
306,7707101.0,0.5441980001295812
307,478000.0,0.5441980001295812
308,12283201.0,0.5441980001295812
309,2814000.0,1.6325940003887436
311,3784000.0,0.5441980001295812
313,920201.0,2.720990000647906
314,8737102.0,1.0883960002591624
317,7033000.0,1.6325940003887436
319,493000.0,0.5441980001295812
322,3634000.0,0.5441980001295812
325,7498000.0,1.6325940003887436
329,8045101.0,0.5441980001295812
331,11951201.0,1.0883960002591624
332,8742201.0,0.5441980001295812
333,10672000.0,0.5441980001295812
335,2671000.0,0.5441980001295812
336,10672000.0,1.0883960002591624
337,5762000.0,0.5441980001295812
339,13148101.0,0.5441980001295812
340,8674101.0,0.5441980001295812
342,12659000.0,0.5441980001295812
343,8776203.0,0.5441980001295812
344,9895000.0,2.1767920005183248
345,5914000.0,0.5441980001295812
346,6719000.0,0.5441980001295812
347,13265000.0,0.5441980001295812
348,5685000.0,0.5441980001295812
349,2165201.0,0.5441980001295812
350,6044201.0,1.6325940003887436
351,784000.0,0.5441980001295812
352,184101.0,1.0883960002591624
355,2803000.0,0.5441980001295812
356,8054201.0,1.0883960002591624
357,7469000.0,0.5441980001295812
358,8237000.0,1.6325940003887436
359,266000.0,0.5441980001295812
360,9160000.0,0.5441980001295812
363,10618201.0,1.6325940003887436
365,516000.0,1.6325940003887436
366,10384000.0,0.5441980001295812
368,8746201.0,0.5441980001295812
369,13717101.0,0.5441980001295812
372,9276101.0,0.5441980001295812
373,12116000.0,0.5441980001295812
377,227201.0,2.1767920005183248
380,2761000.0,0.5441980001295812
382,3570000.0,0.5441980001295812
383,8268000.0,0.5441980001295812
384,12561101.0,0.5441980001295812
385,9104000.0,2.720990000647906
386,6082201.0,1.0883960002591624
387,8805000.0,0.5441980001295812
388,13143201.0,1.6325940003887436
389,5073000.0,0.5441980001295812
390,179000.0,0.5441980001295812
393,2028000.0,0.5441980001295812
394,13524001.0,1.6325940003887436
395,398000.0,0.5441980001295812
396,818000.0,0.5441980001295812
397,184101.0,1.6325940003887436
398,184101.0,0.5441980001295812
399,184101.0,0.5441980001295812
401,6916000.0,1.6325940003887436
410,5921000.0,0.5441980001295812
413,10553000.0,0.5441980001295812
414,432000.0,0.5441980001295812
415,9762000.0,0.5441980001295812
417,720000.0,4.3535840010366496
418,10265101.0,1.0883960002591624
420,13148201.0,0.5441980001295812
422,6720000.0,0.5441980001295812
423,11228000.0,1.0883960002591624
424,7832201.0,0.5441980001295812
425,9814101.0,0.5441980001295812
427,8750101.0,0.5441980001295812
428,8130000.0,1.6325940003887436
429,7988101.0,0.5441980001295812
433,12124000.0,0.5441980001295812
435,9677000.0,0.5441980001295812
437,4335000.0,1.6325940003887436
438,7684000.0,1.6325940003887436
440,3304000.0,0.5441980001295812
441,10669101.0,1.6325940003887436
442,6606000.0,0.5441980001295812
443,11924000.0,3.265188000777487
444,184101.0,1.0883960002591624
447,10570000.0,0.5441980001295812
448,13167101.0,1.6325940003887436
449,2799207.0,0.5441980001295812
450,7282000.0,0.5441980001295812
451,7297000.0,0.5441980001295812
452,2430000.0,0.5441980001295812
454,9180000.0,0.5441980001295812
457,4118000.0,0.5441980001295812
458,364000.0,0.5441980001295812
459,13065000.0,0.5441980001295812
461,1647000.0,0.5441980001295812
464,798000.0,0.5441980001295812
466,4153000.0,0.5441980001295812
472,12547201.0,0.5441980001295812
473,144000.0,0.5441980001295812
474,2953000.0,0.5441980001295812
475,9826101.0,0.5441980001295812
477,9878301.0,0.5441980001295812
480,4292000.0,0.5441980001295812
481,184101.0,0.5441980001295812
483,930201.0,0.5441980001295812
485,8747202.0,0.5441980001295812
486,1216000.0,0.5441980001295812
487,9186000.0,1.6325940003887436
488,673000.0,1.6325940003887436
489,6075201.0,1.6325940003887436
490,8852000.0,0.5441980001295812
491,5887000.0,1.6325940003887436
492,414000.0,0.5441980001295812
493,9697000.0,0.5441980001295812
494,10220000.0,0.5441980001295812
497,2692000.0,0.5441980001295812
500,8054201.0,0.5441980001295812
501,12598000.0,1.0883960002591624
505,5172000.0,1.6325940003887436
507,11543000.0,0.5441980001295812
508,3306000.0,0.5441980001295812
510,5176000.0,1.6325940003887436
513,11686000.0,0.5441980001295812
518,2800102.0,0.5441980001295812
519,9814101.0,0.5441980001295812
520,10624001.0,0.5441980001295812
524,5446000.0,1.6325940003887436
528,14219000.0,0.5441980001295812
529,5071000.0,0.5441980001295812
534,5067000.0,0.5441980001295812
536,1411000.0,0.5441980001295812
537,4381000.0,0.5441980001295812
539,723000.0,0.5441980001295812
540,4980000.0,0.5441980001295812
541,6449000.0,0.5441980001295812
542,7116000.0,0.5441980001295812
546,8758101.0,0.5441980001295812
547,6813000.0,1.0883960002591624
548,12394000.0,1.6325940003887436
550,12549101.0,0.5441980001295812
553,184101.0,0.5441980001295812
556,9542000.0,1.6325940003887436
559,4076000.0,0.5441980001295812
561,6826000.0,0.5441980001295812
562,5171000.0,0.5441980001295812
563,4633000.0,0.5441980001295812
565,5954000.0,0.5441980001295812
567,391000.0,0.5441980001295812
568,881000.0,0.5441980001295812
570,182000.0,0.5441980001295812
573,1329000.0,0.5441980001295812
576,6733000.0,0.5441980001295812
578,9743000.0,0.5441980001295812
579,10338000.0,0.5441980001295812
580,805000.0,0.5441980001295812
582,13663000.0,1.6325940003887436
583,5672000.0,0.5441980001295812
586,8462101.0,2.1767920005183248
587,4843000.0,0.5441980001295812
588,9689000.0,0.5441980001295812
589,10744000.0,0.5441980001295812
590,2799203.0,0.5441980001295812
593,3170000.0,0.5441980001295812
595,887000.0,0.5441980001295812
596,13064000.0,0.5441980001295812
598,184101.0,0.5441980001295812
600,12557101.0,0.5441980001295812
605,8747202.0,0.5441980001295812
607,10569000.0,1.6325940003887436
608,184101.0,1.0883960002591624
609,5563000.0,1.6325940003887436
610,5678000.0,0.5441980001295812
612,1194000.0,1.6325940003887436
613,7640000.0,0.5441980001295812
614,5915000.0,0.5441980001295812
616,3787000.0,0.5441980001295812
618,184101.0,1.6325940003887436
619,6436201.0,0.5441980001295812
621,9554000.0,0.5441980001295812
624,8747103.0,0.5441980001295812
625,9120000.0,0.5441980001295812
629,8665201.0,1.6325940003887436
630,3253000.0,0.5441980001295812
631,3546000.0,0.5441980001295812
633,184101.0,0.5441980001295812
636,8743201.0,1.6325940003887436
637,9064000.0,0.5441980001295812
639,12477000.0,2.1767920005183248
640,4011000.0,0.5441980001295812
641,11439105.0,0.5441980001295812
642,10462000.0,0.5441980001295812
644,10569000.0,0.5441980001295812
645,360000.0,0.5441980001295812
646,10640000.0,0.5441980001295812
647,8744201.0,0.5441980001295812
650,4240000.0,1.6325940003887436
651,3696000.0,0.5441980001295812
654,3588000.0,0.5441980001295812
655,11469000.0,0.5441980001295812
656,8748101.0,0.5441980001295812
657,2158201.0,0.5441980001295812
661,7151000.0,1.0883960002591624
662,880000.0,0.5441980001295812
664,12556102.0,0.5441980001295812
668,6276000.0,0.5441980001295812
669,11507000.0,0.5441980001295812
670,9504000.0,1.0883960002591624
672,805000.0,0.5441980001295812
673,12836000.0,0.5441980001295812
676,12045000.0,1.6325940003887436
678,7302000.0,1.0883960002591624
680,9167000.0,1.6325940003887436
681,6058101.0,0.5441980001295812
682,12395000.0,0.5441980001295812
687,12084000.0,0.5441980001295812
689,3459000.0,0.5441980001295812
692,8756101.0,0.5441980001295812
693,9040000.0,1.6325940003887436
696,8770101.0,0.5441980001295812
697,8751101.0,0.5441980001295812
700,8776105.0,0.5441980001295812
701,2799201.0,0.5441980001295812
703,4288000.0,0.5441980001295812
704,14131000.0,0.5441980001295812
705,9100000.0,1.6325940003887436
709,3982000.0,0.5441980001295812
710,9140000.0,2.720990000647906
711,10537000.0,1.0883960002591624
713,9767000.0,0.5441980001295812
714,13425000.0,1.6325940003887436
715,9285101.0,0.5441980001295812
717,5661000.0,0.5441980001295812
718,8748101.0,0.5441980001295812
719,10629000.0,0.5441980001295812
721,2800102.0,0.5441980001295812
723,8754102.0,0.5441980001295812
724,3590000.0,1.6325940003887436
725,2780000.0,0.5441980001295812
726,9736000.0,0.5441980001295812
727,2842000.0,0.5441980001295812
728,12025000.0,0.5441980001295812
729,6315000.0,0.5441980001295812
731,5676000.0,0.5441980001295812
732,889000.0,2.1767920005183248
734,10672000.0,1.6325940003887436
735,12225000.0,1.6325940003887436
736,3568000.0,0.5441980001295812
737,11470000.0,0.5441980001295812
738,298000.0,1.6325940003887436
742,4972000.0,0.5441980001295812
743,2799104.0,0.5441980001295812
748,9128000.0,1.6325940003887436
750,5805000.0,0.5441980001295812
751,4110000.0,1.6325940003887436
754,10630000.0,0.5441980001295812
756,3834000.0,1.6325940003887436
760,11508000.0,0.5441980001295812
762,12200000.0,0.5441980001295812
763,3031201.0,0.5441980001295812
764,8514000.0,0.5441980001295812
765,3791000.0,0.5441980001295812
766,9133000.0,0.5441980001295812
767,1190000.0,1.6325940003887436
768,3332000.0,0.5441980001295812
769,3446000.0,0.5441980001295812
770,11438102.0,0.5441980001295812
772,3552000.0,1.6325940003887436
773,3548000.0,1.0883960002591624
774,3309000.0,1.6325940003887436
775,548101.0,0.5441980001295812
777,879000.0,0.5441980001295812
779,10131000.0,1.6325940003887436
780,13230000.0,0.5441980001295812
781,12655000.0,0.5441980001295812
782,7832101.0,0.5441980001295812
783,805000.0,0.5441980001295812
786,10554000.0,0.5441980001295812
788,12550202.0,0.5441980001295812
789,3962000.0,0.5441980001295812
790,13146101.0,0.5441980001295812
792,4018000.0,0.5441980001295812
794,19003000.0,1.6325940003887436
796,3979000.0,0.5441980001295812
798,2178201.0,0.5441980001295812
800,3079000.0,0.5441980001295812
802,7455000.0,0.5441980001295812
805,8463101.0,0.5441980001295812
807,8759101.0,0.5441980001295812
809,1177000.0,1.6325940003887436
812,3242201.0,1.0883960002591624
814,11856000.0,1.6325940003887436
816,2488201.0,0.5441980001295812
818,12377000.0,1.6325940003887436
821,12737000.0,0.5441980001295812
822,1139000.0,0.5441980001295812
823,9760000.0,0.5441980001295812
824,446000.0,0.5441980001295812
828,9759000.0,0.5441980001295812
829,8707101.0,2.1767920005183248
830,4991000.0,0.5441980001295812
831,6064101.0,1.6325940003887436
833,12212000.0,1.6325940003887436
834,9110000.0,0.5441980001295812
835,584000.0,1.6325940003887436
840,4077000.0,0.5441980001295812
841,8271000.0,0.5441980001295812
843,7538000.0,0.5441980001295812
844,1977000.0,0.5441980001295812
846,9748101.0,0.5441980001295812
847,9172201.0,1.0883960002591624
848,9108000.0,1.0883960002591624
851,13060000.0,0.5441980001295812
852,12084000.0,0.5441980001295812
853,549102.0,1.6325940003887436
859,2953000.0,0.5441980001295812
861,12440000.0,0.5441980001295812
862,7710205.0,0.5441980001295812
863,6110000.0,0.5441980001295812
864,11984000.0,1.0883960002591624
869,2157202.0,1.6325940003887436
870,213101.0,1.6325940003887436
875,406000.0,1.6325940003887436
876,9845201.0,0.5441980001295812
878,8121000.0,1.6325940003887436
880,9163000.0,1.0883960002591624
882,10178000.0,0.5441980001295812
885,323000.0,1.0883960002591624
886,9191000.0,1.6325940003887436
887,4153000.0,1.6325940003887436
888,6327000.0,0.5441980001295812
896,10156000.0,0.5441980001295812
902,6074201.0,0.5441980001295812
903,7291000.0,0.5441980001295812
904,12324000.0,0.5441980001295812
905,2182101.0,0.5441980001295812
912,12553201.0,0.5441980001295812
916,2479101.0,0.5441980001295812
921,11944102.0,0.5441980001295812
922,12131000.0,1.6325940003887436
923,6117000.0,0.5441980001295812
926,8608000.0,0.5441980001295812
927,12204000.0,1.6325940003887436
929,6576103.0,0.5441980001295812
930,3150000.0,1.0883960002591624
931,12409000.0,1.6325940003887436
935,12554101.0,0.5441980001295812
945,5667000.0,0.5441980001295812
948,541000.0,0.5441980001295812
950,13236000.0,1.6325940003887436
952,3042000.0,1.6325940003887436
954,5069000.0,1.6325940003887436
955,796000.0,1.6325940003887436
956,723000.0,0.5441980001295812
957,10139000.0,0.5441980001295812
958,6189000.0,1.0883960002591624
959,11010202.0,1.0883960002591624
961,11509000.0,0.5441980001295812
963,8898000.0,0.5441980001295812
966,12427000.0,1.6325940003887436
967,4092000.0,0.5441980001295812
968,10568000.0,0.5441980001295812
970,13037000.0,0.5441980001295812
971,3071000.0,0.5441980001295812
972,6440000.0,0.5441980001295812
973,10467000.0,0.5441980001295812
975,5816000.0,1.6325940003887436
976,9193000.0,1.6325940003887436
978,6112000.0,1.6325940003887436
981,6115000.0,1.6325940003887436
982,9133000.0,0.5441980001295812
983,8627000.0,0.5441980001295812
985,7924000.0,1.0883960002591624
990,2798000.0,0.5441980001295812
991,2477000.0,0.5441980001295812
995,3026201.0,1.6325940003887436
996,10119000.0,1.6325940003887436
998,6037000.0,1.6325940003887436
1002,549101.0,1.6325940003887436
1003,9133000.0,0.5441980001295812
1004,8371101.0,1.0883960002591624
1006,10624002.0,0.5441980001295812
1008,11542000.0,0.5441980001295812
1012,12337000.0,0.5441980001295812
1015,10553000.0,0.5441980001295812
1016,9142000.0,0.5441980001295812
1019,5450000.0,2.1767920005183248
1023,212201.0,1.6325940003887436
1024,5375000.0,0.5441980001295812
1025,5860000.0,1.6325940003887436
1029,249000.0,0.5441980001295812
1031,5817000.0,0.5441980001295812
1032,9112101.0,0.5441980001295812
1037,6149101.0,1.6325940003887436
1039,4803101.0,1.6325940003887436
1040,7709201.0,1.0883960002591624
1041,6622000.0,3.8093860009070686
1042,1341000.0,0.5441980001295812
1043,13156101.0,3.8093860009070686
1044,919101.0,0.5441980001295812
1049,3281000.0,1.6325940003887436
1056,7602000.0,1.6325940003887436
1058,11374000.0,1.6325940003887436
1059,12394000.0,1.6325940003887436
1060,2231000.0,0.5441980001295812
1063,1818000.0,1.6325940003887436
1066,10454000.0,0.5441980001295812
1067,8737102.0,0.5441980001295812
1068,202101.0,0.5441980001295812
1070,6261000.0,0.5441980001295812
1072,5826000.0,0.5441980001295812
1079,5662000.0,0.5441980001295812
1080,9141000.0,0.5441980001295812
1082,4024000.0,1.6325940003887436
1083,4080000.0,1.6325940003887436
1084,4830000.0,0.5441980001295812
1086,2424000.0,0.5441980001295812
1090,12428000.0,0.5441980001295812
1091,9767000.0,1.6325940003887436
1092,6059201.0,1.6325940003887436
1094,12199000.0,0.5441980001295812
1095,9133000.0,1.0883960002591624
1096,9298000.0,0.5441980001295812
1097,8549000.0,0.5441980001295812
1098,967000.0,1.0883960002591624
1103,8608000.0,0.5441980001295812
1107,7393000.0,1.0883960002591624
1110,10546000.0,0.5441980001295812
1113,6719000.0,1.0883960002591624
1117,1668000.0,1.6325940003887436
1118,6712000.0,1.6325940003887436
1122,10544000.0,0.5441980001295812
1124,3081000.0,0.5441980001295812
1126,8925000.0,1.6325940003887436
1130,4871101.0,1.6325940003887436
1132,10267201.0,1.0883960002591624
1134,10272101.0,0.5441980001295812
1139,711000.0,1.6325940003887436
1140,1340000.0,1.6325940003887436
1145,9115000.0,1.6325940003887436
1148,14242000.0,1.6325940003887436
1149,1522000.0,0.5441980001295812
1150,12700000.0,0.5441980001295812
1151,9726000.0,1.0883960002591624
1152,7535000.0,0.5441980001295812
1153,9147101.0,0.5441980001295812
1156,7118000.0,0.5441980001295812
1160,13153201.0,3.8093860009070686
1162,6724000.0,1.6325940003887436
1163,9837102.0,0.5441980001295812
1165,8456101.0,0.5441980001295812
1169,6064101.0,0.5441980001295812
1171,9789000.0,0.5441980001295812
1174,7456000.0,0.5441980001295812
1176,294000.0,0.5441980001295812
1177,3547000.0,1.6325940003887436
1178,5439000.0,0.5441980001295812
1179,6656000.0,1.6325940003887436
1181,9099000.0,1.6325940003887436
1184,9155000.0,2.1767920005183248
1185,5693000.0,0.5441980001295812
1188,3293000.0,0.5441980001295812
1191,8928000.0,0.5441980001295812
1195,1184000.0,1.6325940003887436
1197,13060000.0,1.6325940003887436
1198,6617000.0,0.5441980001295812
1200,6148101.0,0.5441980001295812
1205,10656000.0,0.5441980001295812
1207,9123000.0,0.5441980001295812
1208,11909000.0,2.1767920005183248
1210,7041000.0,1.6325940003887436
1216,8453101.0,1.6325940003887436
1217,12046000.0,0.5441980001295812
1218,11609000.0,0.5441980001295812
1221,6057101.0,0.5441980001295812
1225,2160201.0,0.5441980001295812
1227,12289201.0,1.6325940003887436
1228,4213000.0,0.5441980001295812
1229,6436101.0,2.1767920005183248
1230,5661000.0,0.5441980001295812
1237,6395000.0,1.6325940003887436
1238,682000.0,0.5441980001295812
1239,927201.0,0.5441980001295812
1240,9821201.0,1.6325940003887436
1242,7988101.0,0.5441980001295812
1243,164000.0,1.6325940003887436
1248,229101.0,0.5441980001295812
1252,8751201.0,0.5441980001295812
1256,6039101.0,0.5441980001295812
1258,9161000.0,1.6325940003887436
1259,19248000.0,1.0883960002591624
1261,7753000.0,1.6325940003887436
1262,578000.0,2.720990000647906
1263,5075000.0,0.5441980001295812
1267,12556102.0,2.720990000647906
1271,375000.0,0.5441980001295812
1273,9049000.0,0.5441980001295812
1274,7826101.0,0.5441980001295812
1277,8763101.0,0.5441980001295812
1280,6746000.0,0.5441980001295812
1281,12419000.0,0.5441980001295812
1283,184101.0,0.5441980001295812
1284,9177000.0,1.6325940003887436
1285,12664000.0,0.5441980001295812
1286,9127000.0,1.6325940003887436
1287,5723201.0,0.5441980001295812
1288,2802101.0,0.5441980001295812
1292,8049101.0,0.5441980001295812
1298,7255000.0,0.5441980001295812
1302,6589101.0,0.5441980001295812
1304,8365201.0,1.6325940003887436
1307,8343201.0,0.5441980001295812
1308,8344201.0,0.5441980001295812
1309,8052101.0,0.5441980001295812
1318,10668201.0,0.5441980001295812
1319,4938000.0,0.5441980001295812
1321,5888000.0,0.5441980001295812
1325,8049101.0,1.6325940003887436
1327,8771201.0,0.5441980001295812
1328,184101.0,0.5441980001295812
1329,4878101.0,0.5441980001295812
1336,12215000.0,0.5441980001295812
1337,5875000.0,0.5441980001295812
1340,411000.0,0.5441980001295812
1342,12628000.0,0.5441980001295812
1344,6736000.0,0.5441980001295812
1345,13413000.0,1.6325940003887436
1346,10679000.0,1.6325940003887436
1348,4839000.0,0.5441980001295812
1351,8739101.0,0.5441980001295812
1356,6051101.0,0.5441980001295812
1357,4121000.0,0.5441980001295812
1358,2314000.0,1.0883960002591624
1359,362000.0,1.0883960002591624
1360,923101.0,0.5441980001295812
1361,716000.0,1.0883960002591624
1367,9115000.0,1.6325940003887436
1368,2801202.0,0.5441980001295812
1370,7709102.0,0.5441980001295812
1373,9116000.0,1.6325940003887436
1374,8764101.0,1.6325940003887436
1377,6569000.0,0.5441980001295812
1379,11511000.0,0.5441980001295812
1381,9733000.0,1.6325940003887436
1383,9178000.0,0.5441980001295812
1384,229201.0,0.5441980001295812
1386,3111000.0,1.6325940003887436
1388,11471000.0,1.6325940003887436
1389,10660000.0,1.6325940003887436
1391,6059101.0,0.5441980001295812
1395,8762102.0,0.5441980001295812
1399,13071000.0,1.6325940003887436
1400,12547101.0,0.5441980001295812
1401,12028000.0,1.6325940003887436
1402,4242000.0,1.6325940003887436
1404,13154102.0,0.5441980001295812
1405,4952000.0,1.0883960002591624
1407,15213000.0,0.5441980001295812
1409,8746201.0,1.6325940003887436
1412,9172201.0,1.6325940003887436
1413,4242000.0,0.5441980001295812
1416,6074201.0,1.6325940003887436
1420,10976000.0,0.5441980001295812
1422,12396000.0,0.5441980001295812
1428,7500203.0,1.0883960002591624
1429,7957000.0,1.6325940003887436
1431,1194000.0,0.5441980001295812
1432,2155000.0,0.5441980001295812
1434,5158000.0,0.5441980001295812
1438,873000.0,1.6325940003887436
1439,11265000.0,0.5441980001295812
1440,12023000.0,0.5441980001295812
1443,10646000.0,1.6325940003887436
1447,9766000.0,2.1767920005183248
1449,4156000.0,0.5441980001295812
1452,8766201.0,0.5441980001295812
1456,10468000.0,0.5441980001295812
1457,13066000.0,0.5441980001295812
1458,9123000.0,0.5441980001295812
1460,10338000.0,0.5441980001295812
1461,11385000.0,1.6325940003887436
1464,6833000.0,0.5441980001295812
1465,5860000.0,1.6325940003887436
1466,8343101.0,0.5441980001295812
1467,3243101.0,0.5441980001295812
1468,8672101.0,1.6325940003887436
1470,10673000.0,0.5441980001295812
1471,924103.0,0.5441980001295812
1477,302000.0,1.0883960002591624
1479,10268201.0,1.0883960002591624
1481,12236000.0,1.6325940003887436
1482,6998201.0,0.5441980001295812
1485,915201.0,1.0883960002591624
1486,179000.0,0.5441980001295812
1491,3783000.0,0.5441980001295812
1492,8346101.0,0.5441980001295812
1493,6718000.0,0.5441980001295812
1495,9762000.0,1.6325940003887436
1500,225102.0,0.5441980001295812
1506,9181000.0,0.5441980001295812
1507,184101.0,0.5441980001295812
1509,253000.0,0.5441980001295812
1512,11394000.0,0.5441980001295812
1515,3137000.0,1.6325940003887436
1521,10335000.0,0.5441980001295812
1523,3276000.0,1.6325940003887436
1524,3920000.0,0.5441980001295812
1526,12722000.0,0.5441980001295812
1527,4813101.0,0.5441980001295812
1528,8747102.0,0.5441980001295812
1529,7044000.0,1.6325940003887436
1530,5067000.0,0.5441980001295812
1531,2781000.0,0.5441980001295812
1533,9722000.0,0.5441980001295812
1534,9297000.0,0.5441980001295812
1535,1346000.0,1.6325940003887436
1536,185105.0,1.0883960002591624
1537,5671000.0,0.5441980001295812
1542,3567000.0,0.5441980001295812
1543,9178000.0,1.6325940003887436
1545,9100000.0,0.5441980001295812
1546,5677000.0,1.6325940003887436
1547,5836000.0,1.6325940003887436
1554,9875301.0,0.5441980001295812
1555,4484000.0,1.6325940003887436
1557,184101.0,0.5441980001295812
1558,13161201.0,1.6325940003887436
1559,19089000.0,0.5441980001295812
1560,7761000.0,1.6325940003887436
1563,13062000.0,0.5441980001295812
1564,12402000.0,1.6325940003887436
1565,9130000.0,0.5441980001295812
1567,3284000.0,0.5441980001295812
1569,12872000.0,0.5441980001295812
1570,13540101.0,0.5441980001295812
1571,6766000.0,1.6325940003887436
1572,11370000.0,0.5441980001295812
1574,7710104.0,0.5441980001295812
