,cnn_intrsctn_fkey,cnn_sgmt_fkey,ped_action,number_injured,number_killed
43428,24926000,,Crossing in Crosswalk at Intersection,3,0.0
43429,26591000,,Crossing in Crosswalk at Intersection,1,0.0
43430,21762000,9158000.0,No Pedestrian Involved,1,0.0
43431,23389000,,Not Stated,1,0.0
43432,25953000,,No Pedestrian Involved,1,0.0
43433,21177000,,No Pedestrian Involved,1,0.0
43434,26345000,,No Pedestrian Involved,1,0.0
43435,23919000,337000.0,Crossing in Crosswalk at Intersection,2,0.0
43436,23589000,7831201.0,No Pedestrian Involved,2,0.0
43437,24636000,250000.0,No Pedestrian Involved,1,0.0
43438,26400000,8843201.0,No Pedestrian Involved,1,0.0
43439,26977000,3983000.0,No Pedestrian Involved,1,0.0
43440,23494000,,"In Road, Including Shoulder",1,0.0
43441,26395000,,No Pedestrian Involved,1,0.0
43442,24285000,330000.0,No Pedestrian Involved,1,0.0
43443,26557000,,Crossing in Crosswalk at Intersection,1,0.0
43444,26042000,,No Pedestrian Involved,1,0.0
43445,27441000,4538201.0,No Pedestrian Involved,2,0.0
43446,20210000,,Crossing in Crosswalk at Intersection,1,0.0
43447,21423000,,No Pedestrian Involved,2,0.0
43448,21898000,6588201.0,No Pedestrian Involved,1,0.0
43449,25184000,,Crossing in Crosswalk at Intersection,1,0.0
43450,30753000,8758101.0,Crossing Not in Crosswalk,1,0.0
43451,26748000,,No Pedestrian Involved,1,0.0
43452,21940000,,Crossing in Crosswalk at Intersection,1,0.0
43453,23967000,,Crossing in Crosswalk at Intersection,1,0.0
43454,26351000,,No Pedestrian Involved,1,0.0
43455,23946000,,Crossing in Crosswalk at Intersection,1,0.0
43456,22554000,,No Pedestrian Involved,2,0.0
43457,24448000,,No Pedestrian Involved,2,0.0
43458,33646000,7096000.0,No Pedestrian Involved,4,0.0
43459,27149000,,No Pedestrian Involved,2,0.0
43460,25206000,10476000.0,No Pedestrian Involved,1,0.0
43461,27522000,,No Pedestrian Involved,1,0.0
43462,21841000,,No Pedestrian Involved,1,0.0
43463,20064000,9781000.0,No Pedestrian Involved,1,0.0
43464,23196000,,Crossing in Crosswalk at Intersection,1,0.0
43465,23775000,,No Pedestrian Involved,1,0.0
43466,21749000,,Crossing in Crosswalk at Intersection,1,0.0
43467,24924000,,Crossing in Crosswalk at Intersection,1,0.0
43468,20298000,2824201.0,Crossing Not in Crosswalk,1,0.0
43469,24342000,,No Pedestrian Involved,2,0.0
43470,24979000,,No Pedestrian Involved,1,0.0
43471,24434000,8120000.0,No Pedestrian Involved,1,0.0
43472,26338000,6619000.0,"In Road, Including Shoulder",1,0.0
43473,24142000,,Crossing in Crosswalk at Intersection,1,0.0
43474,25968000,,No Pedestrian Involved,1,0.0
43475,21431000,,No Pedestrian Involved,1,0.0
43476,22232000,9278201.0,Not in Road,1,0.0
43477,27519000,5932000.0,Crossing Not in Crosswalk,1,0.0
43478,24571000,13403000.0,No Pedestrian Involved,1,0.0
43479,25204000,,No Pedestrian Involved,2,0.0
43480,30746000,,No Pedestrian Involved,2,0.0
43481,27448000,,No Pedestrian Involved,4,0.0
43482,21337000,13077000.0,No Pedestrian Involved,1,0.0
43483,26705000,,Crossing in Crosswalk at Intersection,1,0.0
43484,25252000,,Crossing Not in Crosswalk,1,0.0
43485,26836000,8843201.0,Crossing Not in Crosswalk,1,0.0
43486,24429000,8751101.0,Not in Road,1,0.0
43487,24135000,,No Pedestrian Involved,1,0.0
43488,27416000,,No Pedestrian Involved,1,0.0
43489,23308000,,No Pedestrian Involved,1,0.0
43490,25178000,,No Pedestrian Involved,2,0.0
43491,27704000,,Crossing in Crosswalk at Intersection,1,0.0
43492,26843000,,No Pedestrian Involved,1,0.0
43493,24333000,,No Pedestrian Involved,1,0.0
43494,24075000,,No Pedestrian Involved,1,0.0
43495,25834000,,No Pedestrian Involved,1,0.0
43496,23356000,12410000.0,No Pedestrian Involved,1,0.0
43497,23978000,,"In Road, Including Shoulder",1,0.0
43498,25525000,,Crossing in Crosswalk at Intersection,1,0.0
43499,26353000,5892000.0,No Pedestrian Involved,1,0.0
43500,27524000,,No Pedestrian Involved,1,0.0
43501,27243000,,No Pedestrian Involved,2,0.0
43502,20650000,11376000.0,Crossing in Crosswalk at Intersection,1,0.0
43503,20496000,10815000.0,No Pedestrian Involved,1,0.0
43504,24199000,,No Pedestrian Involved,1,0.0
43505,25210000,3444000.0,No Pedestrian Involved,1,0.0
43506,22053000,,No Pedestrian Involved,1,0.0
43507,23897000,339000.0,No Pedestrian Involved,3,0.0
43508,25799000,807000.0,No Pedestrian Involved,1,0.0
43509,26810000,,No Pedestrian Involved,2,0.0
43510,26029000,,No Pedestrian Involved,1,0.0
43511,26591000,10645000.0,No Pedestrian Involved,1,0.0
43512,25994000,12122000.0,No Pedestrian Involved,1,0.0
43513,21772000,11589000.0,Crossing in Crosswalk at Intersection,1,0.0
43514,26076000,,No Pedestrian Involved,4,0.0
43515,26076000,,No Pedestrian Involved,1,0.0
43516,24563000,9088000.0,No Pedestrian Involved,1,0.0
43517,23875000,,No Pedestrian Involved,4,0.0
43518,26340000,,Crossing in Crosswalk at Intersection,1,0.0
43519,24573000,,No Pedestrian Involved,1,0.0
43520,25881000,8763101.0,No Pedestrian Involved,1,0.0
43521,27372000,7295000.0,No Pedestrian Involved,1,0.0
43522,24734000,,No Pedestrian Involved,2,0.0
43523,23149000,924103.0,No Pedestrian Involved,1,0.0
43524,23856000,,No Pedestrian Involved,2,0.0
43525,27908000,1952000.0,No Pedestrian Involved,1,0.0
43526,27302000,,No Pedestrian Involved,3,0.0
43527,23963000,10669101.0,No Pedestrian Involved,1,0.0
43528,23027000,928103.0,No Pedestrian Involved,2,0.0
43529,26632000,3454000.0,No Pedestrian Involved,4,0.0
43530,22875000,,No Pedestrian Involved,1,0.0
43531,21758000,9808101.0,Crossing Not in Crosswalk,1,0.0
43532,23773000,,No Pedestrian Involved,1,0.0
43533,22927000,13578101.0,Crossing in Crosswalk Not at Intersection,2,0.0
43534,24527000,7032000.0,Crossing in Crosswalk at Intersection,1,0.0
43535,26362000,,No Pedestrian Involved,1,0.0
43536,27739000,,No Pedestrian Involved,1,0.0
43537,25814000,811000.0,Crossing Not in Crosswalk,1,0.0
43538,27176000,,Crossing in Crosswalk at Intersection,1,0.0
43539,24435000,5881000.0,Crossing Not in Crosswalk,3,0.0
43540,23641000,4575000.0,No Pedestrian Involved,1,0.0
43541,27893000,4185000.0,No Pedestrian Involved,1,0.0
43542,27231000,6057201.0,No Pedestrian Involved,1,0.0
43543,34013000,12559101.0,No Pedestrian Involved,6,0.0
43544,33436000,,No Pedestrian Involved,1,0.0
43545,52238000,,No Pedestrian Involved,1,0.0
43546,20875000,,No Pedestrian Involved,1,0.0
43547,26948000,,No Pedestrian Involved,1,0.0
43548,33613000,12017101.0,No Pedestrian Involved,1,0.0
43549,23889000,,No Pedestrian Involved,1,0.0
43550,30738000,,No Pedestrian Involved,1,0.0
43551,25276000,,Crossing in Crosswalk at Intersection,1,0.0
43552,27185000,,No Pedestrian Involved,3,0.0
43553,27020000,8708101.0,No Pedestrian Involved,1,0.0
43554,27519000,5932000.0,Crossing in Crosswalk at Intersection,1,0.0
43555,33541000,8048103.0,No Pedestrian Involved,2,0.0
43556,24170000,9116000.0,Crossing Not in Crosswalk,2,0.0
43557,23079000,926101.0,No Pedestrian Involved,1,0.0
43558,25610000,,No Pedestrian Involved,1,0.0
43559,33027000,19204001.0,No Pedestrian Involved,1,0.0
43560,26786000,5571201.0,No Pedestrian Involved,1,0.0
43561,21766000,2163201.0,No Pedestrian Involved,1,0.0
43562,27216000,,No Pedestrian Involved,1,0.0
43563,24762000,,No Pedestrian Involved,1,0.0
43564,23126000,8047101.0,Crossing in Crosswalk at Intersection,1,0.0
43565,33107000,5339000.0,Crossing Not in Crosswalk,0,1.0
43566,25481000,,Crossing in Crosswalk at Intersection,1,0.0
43567,25147000,,No Pedestrian Involved,1,0.0
43568,24545000,,No Pedestrian Involved,1,0.0
43569,21632000,,Crossing Not in Crosswalk,1,0.0
43570,50730000,8699000.0,No Pedestrian Involved,1,0.0
43571,27198000,5905000.0,No Pedestrian Involved,1,0.0
43572,30742000,,Crossing in Crosswalk at Intersection,1,0.0
43573,26049000,,No Pedestrian Involved,1,0.0
43574,25138000,7117000.0,Crossing Not in Crosswalk,1,0.0
43575,30070000,,Crossing in Crosswalk at Intersection,1,0.0
43576,22926000,,Crossing in Crosswalk at Intersection,1,0.0
43577,52257000,9111001.0,No Pedestrian Involved,1,0.0
43578,25908000,,No Pedestrian Involved,2,0.0
43579,25959000,,No Pedestrian Involved,1,0.0
43580,27336000,,"In Road, Including Shoulder",1,0.0
43581,24022000,10660000.0,Crossing Not in Crosswalk,1,0.0
43582,21840000,,No Pedestrian Involved,1,0.0
43583,25477000,2838000.0,Not in Road,1,0.0
43584,25115000,3158000.0,No Pedestrian Involved,1,0.0
43585,22193000,,No Pedestrian Involved,1,0.0
43586,26653000,,No Pedestrian Involved,1,0.0
43587,24145000,,No Pedestrian Involved,1,0.0
43588,30742000,8751201.0,Crossing in Crosswalk at Intersection,1,0.0
43589,23323000,,No Pedestrian Involved,2,0.0
43590,26347000,5455000.0,Crossing Not in Crosswalk,1,0.0
43591,26607000,5549000.0,No Pedestrian Involved,1,0.0
43592,22680000,9285101.0,"In Road, Including Shoulder",1,0.0
43593,25208000,,No Pedestrian Involved,1,0.0
43594,26920000,3568000.0,Crossing in Crosswalk at Intersection,1,0.0
43595,25811000,,No Pedestrian Involved,1,0.0
43596,27372000,,"In Road, Including Shoulder",1,0.0
43597,33485000,5722101.0,Crossing Not in Crosswalk,1,0.0
43598,33614000,4843000.0,No Pedestrian Involved,1,0.0
43599,21829000,,Crossing in Crosswalk at Intersection,1,0.0
43600,23264000,,"In Road, Including Shoulder",1,0.0
43601,24165000,9116000.0,No Pedestrian Involved,1,0.0
43602,24822000,6441000.0,No Pedestrian Involved,1,0.0
43603,24192000,490000.0,No Pedestrian Involved,3,0.0
43604,25565000,7144000.0,No Pedestrian Involved,1,0.0
43605,26498000,,Crossing in Crosswalk at Intersection,1,0.0
43606,24557000,,Crossing in Crosswalk at Intersection,1,0.0
43607,26163000,8772101.0,No Pedestrian Involved,2,0.0
43608,30069000,7946002.0,No Pedestrian Involved,1,0.0
43609,24216000,,Crossing Not in Crosswalk,1,0.0
43610,26846000,,No Pedestrian Involved,1,0.0
43611,24590000,,Crossing in Crosswalk at Intersection,1,0.0
43612,23773000,,No Pedestrian Involved,1,0.0
43613,20498000,,Not in Road,1,0.0
43614,20645000,,No Pedestrian Involved,1,0.0
43615,24206000,,Crossing in Crosswalk at Intersection,1,0.0
43616,24929000,,Crossing in Crosswalk at Intersection,1,0.0
43617,21719000,,Crossing in Crosswalk at Intersection,1,0.0
43618,24590000,7037000.0,Crossing in Crosswalk at Intersection,1,0.0
43619,25304000,10574000.0,"In Road, Including Shoulder",1,0.0
43620,24893000,,No Pedestrian Involved,1,0.0
43621,23203000,,No Pedestrian Involved,1,0.0
43622,25179000,,No Pedestrian Involved,1,1.0
43623,23183000,,Crossing in Crosswalk at Intersection,1,0.0
43624,24377000,13057002.0,Crossing Not in Crosswalk,1,0.0
43625,23854000,,No Pedestrian Involved,1,0.0
43626,24120000,6583201.0,No Pedestrian Involved,4,0.0
43627,24703000,,No Pedestrian Involved,1,0.0
43628,20912000,5469000.0,No Pedestrian Involved,1,0.0
43629,26675000,,Crossing in Crosswalk at Intersection,1,0.0
43630,25815000,4270000.0,Crossing in Crosswalk at Intersection,1,0.0
43631,23889000,,No Pedestrian Involved,2,0.0
43632,21047000,2157202.0,No Pedestrian Involved,4,0.0
43633,20725000,5340000.0,No Pedestrian Involved,2,0.0
43634,33541000,8049201.0,No Pedestrian Involved,2,0.0
43635,23946000,332000.0,No Pedestrian Involved,1,0.0
43636,24238000,514000.0,Not in Road,1,0.0
43637,24429000,,Crossing Not in Crosswalk,2,0.0
43638,24599000,,Crossing in Crosswalk at Intersection,1,0.0
43639,24314000,9104000.0,"In Road, Including Shoulder",1,0.0
43640,33040000,716000.0,No Pedestrian Involved,1,0.0
43641,23996000,2115000.0,No Pedestrian Involved,1,0.0
43642,26770000,8460101.0,Crossing in Crosswalk at Intersection,1,0.0
43643,25699000,,Crossing Not in Crosswalk,1,0.0
43644,25176000,,Crossing Not in Crosswalk,1,0.0
43645,27225000,2423000.0,No Pedestrian Involved,1,0.0
43646,26379000,5896000.0,No Pedestrian Involved,1,0.0
43647,21581000,,No Pedestrian Involved,1,0.0
43648,23856000,,No Pedestrian Involved,1,0.0
43649,26079000,12734000.0,No Pedestrian Involved,1,0.0
43650,25815000,4269000.0,"In Road, Including Shoulder",1,0.0
43651,33083000,8700000.0,No Pedestrian Involved,1,0.0
43652,23773000,,No Pedestrian Involved,1,0.0
43653,20210000,,No Pedestrian Involved,4,0.0
43654,24965000,,Not in Road,6,1.0
43655,23834000,,No Pedestrian Involved,1,0.0
43656,25806000,,No Pedestrian Involved,1,0.0
43657,24152000,13068000.0,No Pedestrian Involved,1,0.0
43658,26590000,,No Pedestrian Involved,1,0.0
43659,27500000,6074101.0,No Pedestrian Involved,1,0.0
43660,33545000,10167000.0,No Pedestrian Involved,1,0.0
43661,24190000,10658000.0,No Pedestrian Involved,1,0.0
43662,21838000,,No Pedestrian Involved,1,0.0
43663,24291000,,"In Road, Including Shoulder",1,0.0
43664,21444000,,"In Road, Including Shoulder",1,0.0
43665,23746000,,Crossing in Crosswalk at Intersection,1,0.0
43666,30735000,8743201.0,Crossing in Crosswalk at Intersection,1,0.0
43667,24153000,1059000.0,No Pedestrian Involved,1,0.0
43668,24925000,,No Pedestrian Involved,1,0.0
43669,27156000,8346101.0,No Pedestrian Involved,1,0.0
43670,25182000,,No Pedestrian Involved,1,0.0
43671,26057000,4805201.0,No Pedestrian Involved,1,0.0
43672,24929000,7566000.0,No Pedestrian Involved,1,0.0
43673,24334000,,Crossing in Crosswalk at Intersection,2,0.0
43674,32862000,7827101.0,No Pedestrian Involved,1,0.0
43675,21391000,,No Pedestrian Involved,1,0.0
43676,27371000,835000.0,No Pedestrian Involved,5,0.0
43677,27226000,,No Pedestrian Involved,1,0.0
43678,21841000,,No Pedestrian Involved,2,0.0
43679,26722000,,No Pedestrian Involved,1,0.0
43680,26704000,9697000.0,No Pedestrian Involved,1,0.0
43681,26748000,8459201.0,Crossing Not in Crosswalk,1,0.0
43682,26695000,13171201.0,No Pedestrian Involved,1,0.0
43683,25956000,13532101.0,No Pedestrian Involved,2,0.0
43684,26822000,3206000.0,Crossing in Crosswalk at Intersection,1,0.0
43685,26590000,,No Pedestrian Involved,1,0.0
43686,26928000,,No Pedestrian Involved,2,0.0
43687,24349000,,No Pedestrian Involved,1,0.0
43688,25089000,10471000.0,No Pedestrian Involved,1,0.0
43689,24199000,415002.0,No Pedestrian Involved,1,0.0
43690,20313000,,Crossing in Crosswalk at Intersection,1,0.0
43691,25206000,,No Pedestrian Involved,1,0.0
43692,27300000,,No Pedestrian Involved,1,0.0
43693,21755000,,No Pedestrian Involved,1,0.0
43694,21812000,4043000.0,No Pedestrian Involved,1,0.0
43695,20573000,,Crossing in Crosswalk at Intersection,1,0.0
43696,20660000,210101.0,No Pedestrian Involved,1,0.0
43697,27971000,5951000.0,No Pedestrian Involved,2,0.0
43698,26965000,,No Pedestrian Involved,8,0.0
43699,24926000,5172000.0,No Pedestrian Involved,1,0.0
43700,24941000,,Crossing in Crosswalk at Intersection,1,0.0
43701,24209000,,Crossing in Crosswalk at Intersection,1,0.0
43702,26053000,,No Pedestrian Involved,2,0.0
43703,21254000,,No Pedestrian Involved,1,0.0
43704,23033000,928202.0,No Pedestrian Involved,1,0.0
43705,25724000,737000.0,No Pedestrian Involved,1,0.0
43706,21137000,,Crossing in Crosswalk at Intersection,1,0.0
43707,25791000,,No Pedestrian Involved,2,0.0
43708,21349000,,Crossing in Crosswalk at Intersection,1,0.0
43709,24924000,,Crossing in Crosswalk at Intersection,1,0.0
43710,21788000,,Crossing in Crosswalk at Intersection,1,0.0
43711,27816000,1682000.0,No Pedestrian Involved,1,0.0
43712,35048000,9096003.0,No Pedestrian Involved,1,0.0
43713,52139000,,No Pedestrian Involved,1,0.0
43714,20161000,,No Pedestrian Involved,2,0.0
43715,21475000,8478000.0,No Pedestrian Involved,1,0.0
43716,26501000,10643000.0,No Pedestrian Involved,1,0.0
43717,21332000,9133000.0,No Pedestrian Involved,1,0.0
43718,23906000,,No Pedestrian Involved,1,0.0
43719,26551000,13165101.0,No Pedestrian Involved,1,0.0
43720,26634000,,No Pedestrian Involved,1,0.0
43721,23652000,8715000.0,No Pedestrian Involved,1,0.0
43722,26059000,3192000.0,No Pedestrian Involved,3,0.0
43723,25186000,13150101.0,No Pedestrian Involved,2,0.0
43724,21778000,3780000.0,No Pedestrian Involved,1,0.0
43725,26180000,,No Pedestrian Involved,1,0.0
43726,24724000,,Crossing in Crosswalk at Intersection,1,0.0
43727,25226000,,No Pedestrian Involved,1,0.0
43728,24456000,10170000.0,No Pedestrian Involved,1,0.0
43729,21829000,,Crossing in Crosswalk at Intersection,1,0.0
43730,34162000,,"In Road, Including Shoulder",1,0.0
43731,26050000,,No Pedestrian Involved,2,0.0
43732,27343000,,No Pedestrian Involved,1,0.0
43733,24675000,,Crossing in Crosswalk at Intersection,2,0.0
43734,26034000,,No Pedestrian Involved,1,0.0
43735,27697000,,Crossing in Crosswalk at Intersection,1,0.0
43736,21453000,,No Pedestrian Involved,1,0.0
43737,25208000,,No Pedestrian Involved,1,0.0
43738,26443000,7531000.0,No Pedestrian Involved,1,0.0
43739,26618000,,No Pedestrian Involved,2,0.0
43740,24686000,,Crossing in Crosswalk at Intersection,1,0.0
43741,21764000,9155000.0,No Pedestrian Involved,2,0.0
43742,25575000,,No Pedestrian Involved,1,0.0
43743,25458000,,No Pedestrian Involved,2,0.0
43744,25167000,,Crossing in Crosswalk at Intersection,1,0.0
43745,30739000,8747103.0,Crossing Not in Crosswalk,1,0.0
43746,26796000,3877000.0,No Pedestrian Involved,2,0.0
43747,25563000,10580000.0,Not in Road,1,0.0
43748,21006000,,No Pedestrian Involved,2,0.0
43749,24142000,,Crossing Not in Crosswalk,2,0.0
43750,25311000,6464000.0,No Pedestrian Involved,1,0.0
43751,51872000,2158201.0,No Pedestrian Involved,1,0.0
43752,22751000,9835101.0,No Pedestrian Involved,1,0.0
43753,24632000,9095202.0,No Pedestrian Involved,2,0.0
43754,24149000,9120000.0,"In Road, Including Shoulder",1,0.0
43755,24228000,,No Pedestrian Involved,1,0.0
43756,24070000,3681000.0,No Pedestrian Involved,1,0.0
43757,21749000,,No Pedestrian Involved,1,0.0
43758,26547000,,No Pedestrian Involved,2,0.0
43759,23799000,7833101.0,No Pedestrian Involved,3,0.0
43760,20204000,,No Pedestrian Involved,1,0.0
43761,28106000,10272201.0,No Pedestrian Involved,1,0.0
43762,22790000,,No Pedestrian Involved,1,0.0
43763,27213000,2426000.0,No Pedestrian Involved,1,0.0
43764,20486000,,No Pedestrian Involved,6,0.0
43765,27464000,7540000.0,No Pedestrian Involved,1,0.0
43766,25942000,,No Pedestrian Involved,1,0.0
43767,26537000,,No Pedestrian Involved,1,0.0
43768,22867000,7990101.0,No Pedestrian Involved,1,0.0
43769,26445000,,No Pedestrian Involved,1,0.0
43770,26400000,8844201.0,No Pedestrian Involved,1,0.0
43771,23946000,7043000.0,No Pedestrian Involved,1,0.0
43772,26928000,6051101.0,No Pedestrian Involved,1,0.0
43773,27730000,7876000.0,No Pedestrian Involved,3,0.0
43774,24958000,,No Pedestrian Involved,1,0.0
43775,26607000,12339000.0,Crossing Not in Crosswalk,1,0.0
43776,21688000,8404000.0,No Pedestrian Involved,1,0.0
43777,26973000,8463101.0,Crossing in Crosswalk at Intersection,2,0.0
43778,25182000,6118000.0,Crossing Not in Crosswalk,1,0.0
43779,25524000,2776000.0,"In Road, Including Shoulder",1,0.0
43780,24440000,8123000.0,No Pedestrian Involved,2,0.0
43781,24228000,6740000.0,No Pedestrian Involved,1,0.0
43782,24655000,6108000.0,No Pedestrian Involved,1,0.0
43783,26875000,,No Pedestrian Involved,2,0.0
43784,22049000,,No Pedestrian Involved,1,0.0
43785,25972000,,No Pedestrian Involved,2,0.0
43786,27606000,,No Pedestrian Involved,2,0.0
43787,23564000,190201.0,No Pedestrian Involved,2,0.0
43788,25804000,,No Pedestrian Involved,1,0.0
43789,24925000,,Crossing in Crosswalk at Intersection,1,0.0
43790,23834000,3284000.0,No Pedestrian Involved,1,0.0
43791,26059000,6826000.0,No Pedestrian Involved,1,0.0
43792,24152000,,"In Road, Including Shoulder",1,0.0
43793,26547000,,No Pedestrian Involved,4,0.0
43794,26618000,6043201.0,No Pedestrian Involved,1,0.0
43795,21503000,9474000.0,No Pedestrian Involved,2,0.0
43796,24138000,,No Pedestrian Involved,2,0.0
43797,25436000,12854000.0,No Pedestrian Involved,2,0.0
43798,24165000,,No Pedestrian Involved,1,0.0
43799,25690000,,No Pedestrian Involved,1,0.0
43800,26908000,,No Pedestrian Involved,1,0.0
43801,23016000,7708102.0,Crossing in Crosswalk at Intersection,1,0.0
43802,25144000,,No Pedestrian Involved,1,0.0
43803,25093000,12441000.0,Crossing in Crosswalk at Intersection,1,0.0
43804,23827000,,No Pedestrian Involved,1,0.0
43805,23535000,,No Pedestrian Involved,1,0.0
43806,23926000,,No Pedestrian Involved,1,0.0
43807,25234000,,Crossing in Crosswalk at Intersection,1,0.0
43808,24892000,8746103.0,Crossing in Crosswalk at Intersection,1,0.0
43809,24527000,7032000.0,No Pedestrian Involved,1,0.0
43810,26618000,,No Pedestrian Involved,1,0.0
43811,24463000,,No Pedestrian Involved,1,0.0
43812,21172000,,No Pedestrian Involved,1,0.0
43813,26600000,12337000.0,No Pedestrian Involved,1,0.0
43814,24142000,,No Pedestrian Involved,1,0.0
43815,23751000,,No Pedestrian Involved,1,0.0
43816,22052000,,No Pedestrian Involved,3,0.0
43817,21751000,9172101.0,No Pedestrian Involved,1,0.0
43818,26720000,3973000.0,Crossing in Crosswalk at Intersection,1,0.0
43819,25163000,,Crossing in Crosswalk at Intersection,1,0.0
43820,30757000,,No Pedestrian Involved,1,0.0
43821,24082000,3679000.0,No Pedestrian Involved,1,0.0
43822,26481000,,No Pedestrian Involved,1,0.0
43823,23920000,6173000.0,Crossing in Crosswalk at Intersection,1,0.0
43824,27964000,,No Pedestrian Involved,1,0.0
43825,24149000,,Crossing in Crosswalk at Intersection,1,0.0
43826,23178000,692000.0,No Pedestrian Involved,1,0.0
43827,23827000,,Crossing in Crosswalk at Intersection,1,0.0
43828,24457000,,No Pedestrian Involved,1,0.0
43829,25966000,,No Pedestrian Involved,1,0.0
43830,27210000,,No Pedestrian Involved,2,0.0
43831,27446000,,No Pedestrian Involved,1,0.0
43832,22757000,9839101.0,Crossing Not in Crosswalk,1,0.0
43833,24299000,7051000.0,No Pedestrian Involved,1,0.0
43834,27417000,7299000.0,No Pedestrian Involved,1,0.0
43835,22415000,12773000.0,No Pedestrian Involved,1,0.0
43836,27946000,,Crossing Not in Crosswalk,2,0.0
43837,33729000,,No Pedestrian Involved,1,0.0
43838,20856000,,No Pedestrian Involved,1,0.0
43839,24062000,12031000.0,Crossing Not in Crosswalk,1,0.0
43840,24609000,,Not in Road,2,0.0
43841,30740000,8750101.0,Crossing Not in Crosswalk,1,0.0
43842,26553000,5832000.0,No Pedestrian Involved,1,0.0
43843,26590000,,Crossing in Crosswalk at Intersection,1,0.0
43844,24053000,,Crossing Not in Crosswalk,1,0.0
43845,26433000,13380000.0,No Pedestrian Involved,1,0.0
43846,24494000,,No Pedestrian Involved,1,0.0
43847,25906000,,Crossing in Crosswalk at Intersection,1,0.0
43848,23021000,,No Pedestrian Involved,1,0.0
43849,21735000,,No Pedestrian Involved,1,0.0
43850,21762000,9158000.0,No Pedestrian Involved,1,0.0
43851,24741000,3430000.0,No Pedestrian Involved,1,0.0
43852,25684000,4870201.0,Crossing Not in Crosswalk,1,0.0
43853,23944000,,Approaching/Leaving School Bus,1,0.0
43854,26573000,,No Pedestrian Involved,1,0.0
43855,30739000,,Not in Road,1,0.0
43856,30756000,,No Pedestrian Involved,1,0.0
43857,23953000,10671000.0,No Pedestrian Involved,1,0.0
43858,27369000,1007000.0,Not Stated,1,0.0
43859,26005000,3783000.0,No Pedestrian Involved,1,0.0
43860,27974000,,No Pedestrian Involved,1,0.0
43861,25593000,,No Pedestrian Involved,1,0.0
43862,21489000,,No Pedestrian Involved,2,0.0
43863,22436000,,No Pedestrian Involved,2,0.0
43864,24349000,,No Pedestrian Involved,2,0.0
43865,28106000,,No Pedestrian Involved,1,0.0
43866,21995000,12358000.0,Not in Road,1,0.0
43867,24462000,10549000.0,No Pedestrian Involved,1,0.0
43868,23183000,921201.0,Crossing Not in Crosswalk,1,0.0
43869,50705000,9125000.0,Crossing Not in Crosswalk,1,0.0
43870,24933000,,Crossing Not in Crosswalk,1,0.0
43871,22926000,13579101.0,No Pedestrian Involved,1,0.0
43872,27357000,,No Pedestrian Involved,2,0.0
43873,24139000,,No Pedestrian Involved,1,0.0
43874,24326000,,No Pedestrian Involved,1,0.0
43875,21751000,9172101.0,No Pedestrian Involved,1,0.0
43876,20438000,6188000.0,No Pedestrian Involved,2,0.0
43877,24532000,,No Pedestrian Involved,1,0.0
43878,24142000,,No Pedestrian Involved,1,0.0
43879,22524000,,Crossing in Crosswalk at Intersection,1,0.0
43880,24612000,9093000.0,No Pedestrian Involved,2,0.0
43881,24064000,1341000.0,Crossing in Crosswalk at Intersection,1,0.0
43882,25998000,13365000.0,No Pedestrian Involved,1,0.0
43883,32859000,184101.0,No Pedestrian Involved,1,0.0
43884,21724000,10364000.0,No Pedestrian Involved,1,0.0
43885,27896000,,No Pedestrian Involved,2,0.0
43886,23775000,,No Pedestrian Involved,1,0.0
43887,24183000,,No Pedestrian Involved,1,0.0
43888,33614000,,No Pedestrian Involved,1,0.0
43889,24922000,,Crossing in Crosswalk at Intersection,2,0.0
43890,25179000,,Crossing in Crosswalk at Intersection,1,0.0
43891,23409000,,No Pedestrian Involved,2,0.0
43892,22464000,,Crossing in Crosswalk at Intersection,1,0.0
43893,23069000,,No Pedestrian Involved,1,0.0
43894,23085000,,No Pedestrian Involved,2,0.0
43895,22612000,,No Pedestrian Involved,1,0.0
43896,30742000,8750101.0,"In Road, Including Shoulder",2,0.0
43897,23775000,711000.0,No Pedestrian Involved,1,0.0
43898,33411000,7708201.0,Crossing in Crosswalk at Intersection,1,0.0
43899,24960000,,No Pedestrian Involved,1,0.0
43900,25181000,,No Pedestrian Involved,1,0.0
43901,21552000,,Crossing in Crosswalk at Intersection,1,0.0
43902,25965000,,No Pedestrian Involved,1,0.0
43903,21745000,,No Pedestrian Involved,1,0.0
43904,20473000,,No Pedestrian Involved,1,0.0
43905,26811000,11309000.0,Crossing Not in Crosswalk,1,0.0
43906,20765000,,No Pedestrian Involved,1,0.0
43907,25410000,,No Pedestrian Involved,2,0.0
43908,27805000,11996000.0,No Pedestrian Involved,1,0.0
43909,21177000,,Crossing in Crosswalk at Intersection,1,0.0
43910,23897000,,No Pedestrian Involved,1,0.0
43911,23957000,1331000.0,No Pedestrian Involved,1,0.0
43912,24382000,,No Pedestrian Involved,1,0.0
43913,20117000,,No Pedestrian Involved,3,0.0
43914,23633000,4352000.0,Crossing Not in Crosswalk,1,0.0
43915,24632000,9095101.0,No Pedestrian Involved,2,0.0
43916,24403000,,No Pedestrian Involved,2,0.0
43917,26849000,,No Pedestrian Involved,1,0.0
43918,27020000,8709101.0,Crossing in Crosswalk at Intersection,2,0.0
43919,24055000,,No Pedestrian Involved,1,0.0
