,cnn_intrsctn_fkey,cnn_sgmt_fkey,ped_action,number_injured,number_killed
9800,25184000,,No Pedestrian Involved,1,0.0
9801,27586000,,"In Road, Including Shoulder",1,0.0
9802,21826000,,No Pedestrian Involved,1,0.0
9803,24692000,,No Pedestrian Involved,1,0.0
9804,25335000,,No Pedestrian Involved,1,0.0
9805,21325000,1664000.0,"In Road, Including Shoulder",1,0.0
9806,26633000,,No Pedestrian Involved,1,0.0
9807,25706000,,No Pedestrian Involved,1,0.0
9808,25881000,,No Pedestrian Involved,1,0.0
9809,26687000,,No Pedestrian Involved,1,0.0
9810,27105000,,No Pedestrian Involved,1,0.0
9811,20489000,225201.0,No Pedestrian Involved,1,0.0
9812,24022000,715000.0,No Pedestrian Involved,1,0.0
9813,21762000,,No Pedestrian Involved,2,0.0
9814,30751000,,Not Stated,1,0.0
9815,21508000,5615000.0,Crossing Not in Crosswalk,1,0.0
9816,21841000,1666000.0,Crossing in Crosswalk at Intersection,0,1.0
9817,26844000,,No Pedestrian Involved,1,0.0
9818,25179000,,No Pedestrian Involved,2,0.0
9819,50086000,3089000.0,No Pedestrian Involved,1,0.0
9820,20485000,221101.0,No Pedestrian Involved,1,0.0
9821,24289000,,No Pedestrian Involved,1,0.0
9822,20691000,,No Pedestrian Involved,1,0.0
9823,22134000,9273201.0,No Pedestrian Involved,1,0.0
9824,24248000,,No Pedestrian Involved,1,0.0
9825,35047000,9096001.0,No Pedestrian Involved,1,0.0
9826,54170000,11944204.0,No Pedestrian Involved,4,0.0
9827,26468000,2309000.0,No Pedestrian Involved,2,0.0
9828,26031000,,No Pedestrian Involved,1,0.0
9829,50364000,12562201.0,Crossing Not in Crosswalk,1,0.0
9830,24215000,3303000.0,"In Road, Including Shoulder",1,0.0
9831,24233000,,Crossing in Crosswalk at Intersection,1,0.0
9832,25089000,,No Pedestrian Involved,1,0.0
9833,21773000,,No Pedestrian Involved,3,0.0
9834,24355000,510000.0,No Pedestrian Involved,1,0.0
9835,20959000,,Crossing Not in Crosswalk,1,0.0
9836,25174000,3441000.0,Crossing in Crosswalk at Intersection,1,0.0
9837,24267000,,No Pedestrian Involved,1,0.0
9838,27468000,10272201.0,No Pedestrian Involved,1,0.0
9839,30765000,,No Pedestrian Involved,1,0.0
9840,25094000,7578000.0,No Pedestrian Involved,7,0.0
9841,24216000,,No Pedestrian Involved,1,0.0
9842,24141000,,No Pedestrian Involved,2,0.0
9843,22095000,6132201.0,No Pedestrian Involved,3,0.0
9844,23595000,12654000.0,No Pedestrian Involved,1,0.0
9845,24192000,,No Pedestrian Involved,2,0.0
9846,26974000,,No Pedestrian Involved,1,0.0
9847,24510000,,No Pedestrian Involved,1,0.0
9848,26560000,,No Pedestrian Involved,1,0.0
9849,26974000,,No Pedestrian Involved,1,0.0
9850,25263000,,No Pedestrian Involved,1,0.0
9851,24934000,,No Pedestrian Involved,1,0.0
9852,24094000,1265000.0,"In Road, Including Shoulder",1,0.0
9853,24962000,6112000.0,"In Road, Including Shoulder",1,0.0
9854,25191000,,No Pedestrian Involved,2,0.0
9855,24490000,,Crossing in Crosswalk at Intersection,1,0.0
9856,25952000,,No Pedestrian Involved,1,0.0
9857,54094000,19989000.0,Not in Road,1,0.0
9858,21443000,,No Pedestrian Involved,1,0.0
9859,25175000,,No Pedestrian Involved,1,0.0
9860,26079000,,No Pedestrian Involved,1,0.0
9861,23735000,,No Pedestrian Involved,1,0.0
9862,25176000,,Crossing in Crosswalk at Intersection,1,0.0
9863,27449000,5921000.0,No Pedestrian Involved,1,0.0
9864,20651000,,No Pedestrian Involved,1,0.0
9865,26723000,,No Pedestrian Involved,1,0.0
9866,24388000,,No Pedestrian Involved,1,0.0
9867,30748000,8754201.0,No Pedestrian Involved,1,0.0
9868,28073000,,No Pedestrian Involved,5,0.0
9869,23379000,,No Pedestrian Involved,1,0.0
9870,27566000,2418000.0,Crossing Not in Crosswalk,1,0.0
9871,24450000,,No Pedestrian Involved,1,0.0
9872,23389000,,Crossing in Crosswalk at Intersection,1,0.0
9873,25220000,5821000.0,No Pedestrian Involved,1,0.0
9874,26600000,13540101.0,No Pedestrian Involved,1,0.0
9875,20308000,,No Pedestrian Involved,1,0.0
9876,21716000,,No Pedestrian Involved,1,0.0
9877,27999000,,No Pedestrian Involved,1,0.0
9878,25109000,,No Pedestrian Involved,1,0.0
9879,34166000,12532004.0,Crossing in Crosswalk at Intersection,1,0.0
9880,25315000,,No Pedestrian Involved,1,0.0
9881,24522000,,No Pedestrian Involved,2,0.0
9882,20672000,10401000.0,No Pedestrian Involved,1,0.0
9883,23911000,11826000.0,Crossing Not in Crosswalk,1,0.0
9884,25967000,,No Pedestrian Involved,1,0.0
9885,25425000,,Crossing in Crosswalk at Intersection,1,0.0
9886,27513000,,No Pedestrian Involved,1,0.0
9887,24450000,,No Pedestrian Involved,1,0.0
9888,24180000,726000.0,No Pedestrian Involved,2,0.0
9889,26999000,,No Pedestrian Involved,1,0.0
9890,21486000,6138101.0,Crossing in Crosswalk at Intersection,1,0.0
9891,26400000,,No Pedestrian Involved,2,0.0
9892,20803000,9794000.0,No Pedestrian Involved,1,0.0
9893,24160000,13064000.0,No Pedestrian Involved,2,0.0
9894,21814000,,No Pedestrian Involved,1,0.0
9895,23856000,,No Pedestrian Involved,1,0.0
9896,26437000,5460000.0,No Pedestrian Involved,1,0.0
9897,26427000,,No Pedestrian Involved,1,0.0
9898,27364000,,Crossing in Crosswalk at Intersection,1,0.0
9899,20227000,,No Pedestrian Involved,2,0.0
9900,24929000,7566000.0,No Pedestrian Involved,2,0.0
9901,21737000,9174101.0,No Pedestrian Involved,1,0.0
9902,23875000,375000.0,No Pedestrian Involved,2,0.0
9903,23906000,6719000.0,Crossing Not in Crosswalk,1,0.0
9904,26109000,8776101.0,No Pedestrian Involved,1,0.0
9905,24165000,,No Pedestrian Involved,1,0.0
9906,24390000,6307000.0,No Pedestrian Involved,2,0.0
9907,27865000,,Not Stated,1,0.0
9908,25045000,,Crossing Not in Crosswalk,1,0.0
9909,25223000,,No Pedestrian Involved,1,0.0
9910,21896000,,No Pedestrian Involved,1,0.0
9911,20668000,,No Pedestrian Involved,1,0.0
9912,25249000,4103000.0,"In Road, Including Shoulder",1,0.0
9913,24539000,,No Pedestrian Involved,1,0.0
9914,51509000,11132000.0,No Pedestrian Involved,1,0.0
9915,24440000,6263000.0,Crossing Not in Crosswalk,1,0.0
9916,22105000,6131201.0,No Pedestrian Involved,1,0.0
9917,25797000,,No Pedestrian Involved,1,0.0
9918,25903000,10172000.0,No Pedestrian Involved,1,0.0
9919,24546000,12552201.0,No Pedestrian Involved,1,0.0
9920,27470000,10272101.0,No Pedestrian Involved,1,0.0
9921,30733000,,Not Stated,1,0.0
9922,23589000,7831201.0,No Pedestrian Involved,1,0.0
9923,51113000,13670000.0,No Pedestrian Involved,1,0.0
9924,26633000,,Crossing in Crosswalk at Intersection,1,0.0
9925,30734000,8743101.0,No Pedestrian Involved,1,0.0
9926,24097000,1444000.0,Crossing Not in Crosswalk,1,0.0
9927,25138000,,Crossing Not in Crosswalk,1,0.0
9928,23570000,,No Pedestrian Involved,1,0.0
9929,25677000,6580101.0,No Pedestrian Involved,1,0.0
9930,35048000,9096003.0,No Pedestrian Involved,1,0.0
9931,24319000,366001.0,No Pedestrian Involved,1,0.0
9932,27742000,,No Pedestrian Involved,1,0.0
9933,25480000,,No Pedestrian Involved,1,0.0
9934,24139000,,No Pedestrian Involved,1,0.0
9935,30735000,8744201.0,Crossing Not in Crosswalk,1,0.0
9936,24372000,,No Pedestrian Involved,1,0.0
9937,25315000,3169101.0,No Pedestrian Involved,1,0.0
9938,24241000,,No Pedestrian Involved,2,0.0
9939,24729000,9300000.0,No Pedestrian Involved,1,0.0
9940,25804000,,Crossing in Crosswalk at Intersection,1,0.0
9941,26494000,6330000.0,Crossing Not in Crosswalk,1,0.0
9942,24466000,,No Pedestrian Involved,1,0.0
9943,21714000,5092000.0,"In Road, Including Shoulder",2,0.0
9944,21362000,,No Pedestrian Involved,1,0.0
9945,23889000,,No Pedestrian Involved,1,0.0
9946,24615000,,Crossing Not in Crosswalk,1,0.0
9947,27500000,,No Pedestrian Involved,2,0.0
9948,22459000,,Crossing in Crosswalk at Intersection,1,0.0
9949,24228000,,No Pedestrian Involved,1,0.0
9950,23282000,12404000.0,No Pedestrian Involved,1,0.0
9951,33717000,,Crossing in Crosswalk at Intersection,1,0.0
9952,26722000,7981000.0,No Pedestrian Involved,1,0.0
9953,32859000,,Not Stated,1,0.0
9954,20725000,5340000.0,No Pedestrian Involved,1,0.0
9955,24055000,,Crossing in Crosswalk at Intersection,1,0.0
9956,21475000,,Crossing in Crosswalk at Intersection,1,0.0
9957,27681000,1653000.0,No Pedestrian Involved,1,0.0
9958,23967000,,No Pedestrian Involved,1,0.0
9959,25536000,2779000.0,No Pedestrian Involved,1,0.0
9960,25631000,1198000.0,Crossing in Crosswalk at Intersection,1,0.0
9961,30738000,8745101.0,"In Road, Including Shoulder",1,0.0
9962,25144000,7118000.0,No Pedestrian Involved,1,0.0
9963,24289000,,No Pedestrian Involved,1,0.0
9964,21362000,3234000.0,No Pedestrian Involved,2,0.0
9965,23562000,,No Pedestrian Involved,1,0.0
9966,25927000,,No Pedestrian Involved,1,0.0
9967,21686000,,No Pedestrian Involved,1,0.0
9968,20241000,,No Pedestrian Involved,2,0.0
9969,25977000,,No Pedestrian Involved,1,0.0
9970,24074000,,Crossing in Crosswalk Not at Intersection,1,0.0
9971,24758000,,No Pedestrian Involved,1,0.0
9972,25263000,,No Pedestrian Involved,1,0.0
9973,25949000,,Crossing in Crosswalk at Intersection,1,0.0
9974,26547000,,No Pedestrian Involved,2,0.0
9975,23811000,,No Pedestrian Involved,1,0.0
9976,24117000,1194000.0,No Pedestrian Involved,1,0.0
9977,25175000,,No Pedestrian Involved,1,0.0
9978,34145000,14208000.0,No Pedestrian Involved,2,0.0
9979,52111000,4846101.0,No Pedestrian Involved,2,0.0
9980,26446000,12085000.0,Crossing in Crosswalk at Intersection,1,0.0
9981,22140000,,Crossing in Crosswalk at Intersection,1,0.0
9982,24241000,,No Pedestrian Involved,4,0.0
9983,27230000,2422000.0,No Pedestrian Involved,1,0.0
9984,26002000,9758000.0,No Pedestrian Involved,4,0.0
9985,24450000,,No Pedestrian Involved,3,0.0
9986,34016000,8747203.0,Crossing in Crosswalk Not at Intersection,1,0.0
9987,23897000,3289000.0,No Pedestrian Involved,3,0.0
9988,23504000,,Crossing in Crosswalk at Intersection,1,0.0
9989,24206000,,No Pedestrian Involved,1,0.0
9990,25918000,,No Pedestrian Involved,1,0.0
9991,27372000,909101.0,No Pedestrian Involved,1,0.0
9992,26555000,,No Pedestrian Involved,1,0.0
9993,27213000,2426000.0,No Pedestrian Involved,1,0.0
9994,27446000,,Crossing in Crosswalk at Intersection,1,0.0
9995,25804000,,No Pedestrian Involved,1,0.0
9996,26657000,10155000.0,Crossing in Crosswalk at Intersection,1,0.0
9997,22088000,6133101.0,No Pedestrian Involved,1,0.0
9998,24335000,5689000.0,No Pedestrian Involved,2,0.0
9999,24334000,6261000.0,No Pedestrian Involved,1,0.0
10000,24337000,579000.0,No Pedestrian Involved,2,0.0
10001,27156000,,Crossing in Crosswalk at Intersection,1,0.0
10002,25804000,8766101.0,Crossing Not in Crosswalk,1,0.0
10003,27521000,5933000.0,Crossing in Crosswalk at Intersection,2,0.0
10004,26924000,,Crossing in Crosswalk at Intersection,1,0.0
10005,21359000,,No Pedestrian Involved,2,0.0
10006,24627000,7039001.0,"In Road, Including Shoulder",1,0.0
10007,26666000,,Not Stated,1,0.0
10008,33364000,,Crossing in Crosswalk at Intersection,1,0.0
10009,24153000,,No Pedestrian Involved,1,0.0
10010,26908000,,Not In Road,1,0.0
10011,23825000,12662000.0,No Pedestrian Involved,1,0.0
10012,27620000,,No Pedestrian Involved,1,0.0
10013,25835000,6575202.0,No Pedestrian Involved,1,0.0
10014,23854000,377000.0,No Pedestrian Involved,1,0.0
10015,26427000,,No Pedestrian Involved,1,0.0
10016,24341000,12021000.0,No Pedestrian Involved,1,0.0
10017,30748000,8754102.0,Not Stated,1,0.0
10018,21379000,6148101.0,Crossing Not in Crosswalk,1,0.0
10019,27269000,,No Pedestrian Involved,1,0.0
10020,23887000,306000.0,No Pedestrian Involved,1,0.0
10021,21897000,,No Pedestrian Involved,1,0.0
10022,20770000,,No Pedestrian Involved,3,0.0
10023,24241000,550101.0,Crossing in Crosswalk at Intersection,1,0.0
10024,20164000,7094000.0,No Pedestrian Involved,1,0.0
10025,24018000,,No Pedestrian Involved,1,0.0
10026,25225000,3549000.0,No Pedestrian Involved,1,0.0
10027,24341000,,No Pedestrian Involved,5,0.0
10028,25088000,,Not Stated,1,0.0
10029,24020000,,No Pedestrian Involved,2,0.0
10030,24285000,330000.0,No Pedestrian Involved,1,0.0
10031,21332000,9134000.0,No Pedestrian Involved,2,0.0
10032,23504000,8521000.0,No Pedestrian Involved,1,0.0
10033,24778000,,No Pedestrian Involved,2,0.0
10034,24289000,369000.0,No Pedestrian Involved,1,0.0
10035,26746000,5564000.0,No Pedestrian Involved,1,0.0
10036,26834000,,No Pedestrian Involved,2,0.0
10037,22088000,,Crossing in Crosswalk at Intersection,2,0.0
10038,25179000,,No Pedestrian Involved,1,0.0
10039,23937000,298000.0,No Pedestrian Involved,1,0.0
10040,33375000,11474000.0,No Pedestrian Involved,1,0.0
10041,21598000,,No Pedestrian Involved,1,0.0
10042,21020000,2801202.0,No Pedestrian Involved,1,0.0
10043,23367000,,Crossing in Crosswalk at Intersection,1,0.0
10044,30018000,,No Pedestrian Involved,1,0.0
10045,27020000,,No Pedestrian Involved,1,0.0
10046,23116000,8048201.0,No Pedestrian Involved,3,0.0
10047,33107000,5339000.0,Crossing Not in Crosswalk,1,0.0
10048,25734000,4213000.0,No Pedestrian Involved,1,0.0
10049,27553000,,No Pedestrian Involved,1,0.0
10050,32903000,11959204.0,No Pedestrian Involved,1,0.0
10051,20229000,206101.0,No Pedestrian Involved,1,0.0
10052,25197000,,No Pedestrian Involved,1,0.0
10053,23875000,,Crossing in Crosswalk at Intersection,1,0.0
10054,27216000,2313000.0,No Pedestrian Involved,1,0.0
10055,21230000,4486000.0,No Pedestrian Involved,1,0.0
10056,24627000,253000.0,Crossing in Crosswalk at Intersection,1,0.0
10057,22778000,3857000.0,No Pedestrian Involved,1,0.0
10058,24644000,,No Pedestrian Involved,2,0.0
10059,24439000,8123000.0,No Pedestrian Involved,1,0.0
10060,24140000,,No Pedestrian Involved,1,0.0
10061,24451000,6815000.0,No Pedestrian Involved,1,0.0
10062,25464000,8441000.0,Crossing in Crosswalk at Intersection,1,0.0
10063,24291000,,No Pedestrian Involved,1,0.0
10064,24892000,,No Pedestrian Involved,1,0.0
10065,26687000,,No Pedestrian Involved,4,0.0
10066,33269000,212101.0,Crossing Not in Crosswalk,2,0.0
10067,20692000,,No Pedestrian Involved,1,0.0
10068,24334000,8238000.0,Crossing in Crosswalk at Intersection,0,1.0
10069,25698000,,No Pedestrian Involved,2,0.0
10070,24019000,10662000.0,No Pedestrian Involved,1,0.0
10071,33776000,8631000.0,No Pedestrian Involved,1,0.0
10072,24760000,,Crossing in Crosswalk at Intersection,1,0.0
10073,24820000,13084000.0,Crossing in Crosswalk at Intersection,1,0.0
10074,25026000,12206000.0,No Pedestrian Involved,1,0.0
10075,23141000,7706201.0,No Pedestrian Involved,1,0.0
10076,21326000,,Crossing in Crosswalk at Intersection,1,0.0
10077,23070000,,No Pedestrian Involved,1,0.0
10078,21135000,2481201.0,No Pedestrian Involved,1,0.0
10079,24929000,,No Pedestrian Involved,2,0.0
10080,20511000,13652000.0,No Pedestrian Involved,1,0.0
10081,24149000,9120000.0,No Pedestrian Involved,1,0.0
10082,27741000,8371101.0,No Pedestrian Involved,1,0.0
10083,50751000,3692101.0,No Pedestrian Involved,2,0.0
10084,25962000,12727000.0,No Pedestrian Involved,1,0.0
10085,24262000,,Crossing in Crosswalk at Intersection,1,0.0
10086,25175000,,Crossing in Crosswalk at Intersection,1,0.0
10087,26377000,,Crossing in Crosswalk at Intersection,1,0.0
10088,24022000,,No Pedestrian Involved,1,0.0
10089,26624000,,No Pedestrian Involved,1,0.0
10090,26924000,,Crossing in Crosswalk at Intersection,2,0.0
10091,25178000,5178000.0,No Pedestrian Involved,1,0.0
10092,52253000,2479101.0,Crossing Not in Crosswalk,1,0.0
10093,22267000,3031201.0,No Pedestrian Involved,2,0.0
10094,28106000,4538201.0,No Pedestrian Involved,1,0.0
10095,22047000,,No Pedestrian Involved,1,0.0
10096,27453000,,No Pedestrian Involved,1,0.0
10097,50316000,9753000.0,No Pedestrian Involved,1,0.0
10098,23785000,384000.0,No Pedestrian Involved,1,0.0
10099,23946000,331000.0,No Pedestrian Involved,2,0.0
10100,33273000,11380000.0,No Pedestrian Involved,1,0.0
10101,23183000,,No Pedestrian Involved,1,0.0
10102,21743000,,Crossing in Crosswalk at Intersection,1,0.0
10103,27382000,,No Pedestrian Involved,1,0.0
10104,21068000,,Crossing in Crosswalk at Intersection,1,0.0
10105,27365000,836000.0,No Pedestrian Involved,1,0.0
10106,30748000,,No Pedestrian Involved,1,0.0
10107,23862000,,No Pedestrian Involved,1,0.0
10108,24077000,,No Pedestrian Involved,1,0.0
10109,24996000,,No Pedestrian Involved,1,0.0
10110,20064000,9782000.0,No Pedestrian Involved,3,0.0
10111,21023000,2800202.0,No Pedestrian Involved,1,0.0
10112,22464000,,No Pedestrian Involved,3,0.0
10113,25966000,,No Pedestrian Involved,1,0.0
10114,23625000,1163000.0,Crossing Not in Crosswalk,1,0.0
10115,23821000,12663000.0,No Pedestrian Involved,1,0.0
10116,24959000,7574000.0,No Pedestrian Involved,1,0.0
10117,23813000,,Crossing Not in Crosswalk,1,0.0
10118,24965000,,Crossing in Crosswalk at Intersection,1,0.0
10119,24285000,329000.0,Crossing Not in Crosswalk,1,0.0
10120,24215000,,Crossing in Crosswalk at Intersection,1,0.0
10121,21522000,,No Pedestrian Involved,2,0.0
10122,24315000,,Crossing in Crosswalk at Intersection,1,0.0
10123,24904000,9722000.0,Crossing Not in Crosswalk,1,0.0
10124,25956000,,No Pedestrian Involved,2,0.0
10125,20089000,,No Pedestrian Involved,1,0.0
10126,23597000,12547101.0,"In Road, Including Shoulder",1,0.0
10127,24515000,,No Pedestrian Involved,1,0.0
10128,33161000,2812000.0,No Pedestrian Involved,2,0.0
10129,24165000,,Crossing in Crosswalk at Intersection,1,0.0
10130,26037000,,No Pedestrian Involved,2,0.0
10131,24299000,,No Pedestrian Involved,1,0.0
10132,25211000,,No Pedestrian Involved,1,0.0
10133,20659000,,No Pedestrian Involved,1,0.0
10134,23987000,12689000.0,"In Road, Including Shoulder",1,0.0
10135,26257000,12760000.0,No Pedestrian Involved,1,0.0
10136,23971000,3312000.0,No Pedestrian Involved,1,0.0
10137,24678000,9298000.0,Crossing Not in Crosswalk,1,0.0
10138,23779000,,No Pedestrian Involved,1,0.0
10139,27372000,909101.0,No Pedestrian Involved,1,0.0
10140,23834000,,No Pedestrian Involved,1,0.0
10141,27272000,,No Pedestrian Involved,1,0.0
10142,33614000,,Crossing in Crosswalk at Intersection,1,0.0
10143,24080000,11839000.0,No Pedestrian Involved,1,0.0
10144,24265000,,No Pedestrian Involved,1,0.0
10145,25138000,7116000.0,Crossing Not in Crosswalk,1,0.0
10146,24450000,,No Pedestrian Involved,1,0.0
10147,24313000,,No Pedestrian Involved,2,0.0
10148,24466000,,No Pedestrian Involved,1,0.0
10149,25991000,12118000.0,Crossing in Crosswalk at Intersection,1,0.0
10150,24124000,1052000.0,No Pedestrian Involved,1,0.0
10151,26066000,8902000.0,No Pedestrian Involved,1,0.0
10152,24504000,,No Pedestrian Involved,1,0.0
10153,21332000,,No Pedestrian Involved,1,0.0
10154,24936000,,No Pedestrian Involved,1,0.0
10155,20315000,,Crossing in Crosswalk at Intersection,1,0.0
10156,26507000,6336000.0,Crossing in Crosswalk at Intersection,1,0.0
10157,25200000,,No Pedestrian Involved,2,0.0
10158,23141000,,No Pedestrian Involved,2,0.0
10159,26843000,3564000.0,No Pedestrian Involved,1,0.0
10160,26621000,,No Pedestrian Involved,1,0.0
10161,25249000,,No Pedestrian Involved,1,0.0
10162,23126000,,No Pedestrian Involved,1,0.0
10163,24522000,,No Pedestrian Involved,1,0.0
10164,27230000,6056101.0,Crossing in Crosswalk at Intersection,1,0.0
10165,25706000,,No Pedestrian Involved,3,0.0
10166,24376000,13058000.0,No Pedestrian Involved,1,0.0
10167,24302000,,No Pedestrian Involved,3,0.0
10168,23603000,8631000.0,No Pedestrian Involved,1,0.0
10169,23890000,,No Pedestrian Involved,1,0.0
10170,24570000,,Crossing in Crosswalk at Intersection,1,0.0
10171,26500000,,No Pedestrian Involved,1,0.0
10172,21940000,,No Pedestrian Involved,1,0.0
10173,20812000,2734000.0,"In Road, Including Shoulder",1,0.0
10174,24009000,,No Pedestrian Involved,1,0.0
10175,20210000,,No Pedestrian Involved,1,0.0
10176,33666000,,No Pedestrian Involved,1,0.0
10177,24881000,,No Pedestrian Involved,1,0.0
10178,25145000,,No Pedestrian Involved,1,0.0
10179,26640000,,No Pedestrian Involved,1,0.0
10180,26810000,,No Pedestrian Involved,2,0.0
10181,32862000,7827101.0,No Pedestrian Involved,1,0.0
10182,24729000,,No Pedestrian Involved,1,0.0
10183,25804000,,No Pedestrian Involved,1,0.0
10184,21618000,9448000.0,Not Stated,1,0.0
10185,20666000,9553000.0,Crossing Not in Crosswalk,1,0.0
10186,33541000,,No Pedestrian Involved,2,0.0
10187,25822000,8767201.0,No Pedestrian Involved,1,0.0
10188,25147000,,No Pedestrian Involved,1,0.0
10189,26708000,,Crossing in Crosswalk at Intersection,1,0.0
10190,23272000,1305000.0,No Pedestrian Involved,1,0.0
10191,27245000,6058101.0,No Pedestrian Involved,1,0.0
10192,25479000,,Crossing in Crosswalk at Intersection,1,0.0
10193,20472000,228101.0,No Pedestrian Involved,3,0.0
10194,26347000,,No Pedestrian Involved,1,0.0
10195,25570000,,No Pedestrian Involved,1,0.0
10196,25026000,12206000.0,Crossing Not in Crosswalk,1,0.0
10197,24094000,,No Pedestrian Involved,1,0.0
10198,24808000,2763000.0,No Pedestrian Involved,1,0.0
10199,21891000,11437201.0,No Pedestrian Involved,1,0.0
10200,23854000,12665000.0,No Pedestrian Involved,1,0.0
10201,54151000,12553201.0,No Pedestrian Involved,1,0.0
10202,24285000,330000.0,Not Stated,1,0.0
10203,20402000,3522000.0,No Pedestrian Involved,3,1.0
10204,27483000,,No Pedestrian Involved,1,0.0
10205,24132000,12025000.0,Crossing in Crosswalk at Intersection,1,0.0
10206,25639000,4027000.0,No Pedestrian Involved,2,0.0
10207,34026000,14019001.0,Crossing Not in Crosswalk,1,0.0
10208,23823000,12664000.0,No Pedestrian Involved,1,0.0
10209,25690000,,No Pedestrian Involved,2,0.0
10210,25498000,,No Pedestrian Involved,1,0.0
10211,21593000,3137000.0,No Pedestrian Involved,1,0.0
10212,21719000,,No Pedestrian Involved,1,0.0
10213,34167000,,Crossing in Crosswalk at Intersection,1,0.0
10214,23888000,304000.0,No Pedestrian Involved,1,0.0
10215,24115000,13070000.0,Crossing in Crosswalk at Intersection,1,0.0
10216,32919000,4140000.0,No Pedestrian Involved,1,0.0
10217,23589000,,No Pedestrian Involved,3,0.0
10218,24550000,,No Pedestrian Involved,1,0.0
10219,26536000,13159101.0,Crossing Not in Crosswalk,1,0.0
10220,25942000,,No Pedestrian Involved,3,0.0
10221,25857000,,No Pedestrian Involved,2,0.0
10222,25111000,3157000.0,No Pedestrian Involved,2,0.0
10223,24662000,,No Pedestrian Involved,1,0.0
10224,23633000,,No Pedestrian Involved,1,0.0
10225,23889000,,No Pedestrian Involved,1,0.0
10226,25226000,10478000.0,Not in Road,1,0.0
10227,25184000,13149101.0,No Pedestrian Involved,1,0.0
10228,25700000,,No Pedestrian Involved,2,0.0
10229,23399000,,No Pedestrian Involved,1,0.0
10230,26600000,,No Pedestrian Involved,1,0.0
10231,23649000,10333000.0,No Pedestrian Involved,1,0.0
10232,22285000,8641000.0,No Pedestrian Involved,1,0.0
10233,30742000,,Crossing Not in Crosswalk,1,0.0
10234,21840000,,No Pedestrian Involved,1,0.0
10235,20620000,8279000.0,Crossing Not in Crosswalk,1,0.0
10236,27152000,,No Pedestrian Involved,1,0.0
10237,24924000,,Not in Road,3,0.0
10238,25111000,,No Pedestrian Involved,2,0.0
10239,23856000,,Crossing in Crosswalk at Intersection,1,0.0
10240,25815000,4270000.0,No Pedestrian Involved,1,0.0
10241,27619000,,No Pedestrian Involved,2,0.0
10242,20395000,,No Pedestrian Involved,1,0.0
10243,26443000,7826201.0,No Pedestrian Involved,1,0.0
10244,26692000,,No Pedestrian Involved,1,0.0
10245,24317000,9101000.0,No Pedestrian Involved,1,0.0
10246,23183000,,No Pedestrian Involved,1,0.0
10247,25335000,,No Pedestrian Involved,1,0.0
10248,23889000,,No Pedestrian Involved,1,0.0
10249,22230000,,No Pedestrian Involved,2,0.0
10250,25145000,9732000.0,No Pedestrian Involved,1,0.0
10251,26685000,,No Pedestrian Involved,1,0.0
10252,30756000,9875401.0,No Pedestrian Involved,2,0.0
10253,25806000,,Crossing in Crosswalk at Intersection,1,0.0
10254,33027000,,No Pedestrian Involved,2,0.0
10255,33692000,19247000.0,No Pedestrian Involved,1,0.0
10256,24935000,8240000.0,No Pedestrian Involved,1,0.0
10257,21486000,,No Pedestrian Involved,1,0.0
10258,27176000,,No Pedestrian Involved,1,0.0
10259,20691000,10834000.0,Crossing in Crosswalk at Intersection,1,0.0
10260,26614000,,No Pedestrian Involved,2,0.0
10261,25485000,,No Pedestrian Involved,1,0.0
10262,51001000,3744000.0,"In Road, Including Shoulder",1,0.0
10263,20239000,,No Pedestrian Involved,2,0.0
10264,35068000,6536000.0,No Pedestrian Involved,1,0.0
10265,26800000,4809101.0,Crossing Not in Crosswalk,1,0.0
10266,20460000,,No Pedestrian Involved,1,0.0
10267,23607000,5650000.0,No Pedestrian Involved,1,0.0
10268,25803000,808000.0,No Pedestrian Involved,1,0.0
10269,25294000,,No Pedestrian Involved,2,0.0
10270,30035000,8442000.0,No Pedestrian Involved,1,0.0
10271,23779000,712000.0,No Pedestrian Involved,1,0.0
10272,25197000,,No Pedestrian Involved,1,0.0
10273,24457000,,No Pedestrian Involved,1,0.0
10274,25200000,,Crossing in Crosswalk at Intersection,1,0.0
10275,20472000,,Crossing in Crosswalk at Intersection,1,0.0
10276,26705000,,No Pedestrian Involved,2,0.0
10277,24131000,,Crossing in Crosswalk at Intersection,1,0.0
10278,25940000,,No Pedestrian Involved,2,0.0
10279,24795000,3150000.0,Crossing Not in Crosswalk,2,0.0
10280,27335000,914101.0,No Pedestrian Involved,1,0.0
10281,24092000,1347000.0,No Pedestrian Involved,1,0.0
10282,24229000,,Crossing in Crosswalk at Intersection,1,0.0
10283,26547000,,No Pedestrian Involved,3,0.0
10284,30739000,,No Pedestrian Involved,1,0.0
10285,25192000,,No Pedestrian Involved,1,0.0
10286,24444000,,Crossing in Crosswalk at Intersection,1,0.0
10287,24241000,,No Pedestrian Involved,1,0.0
10288,26536000,13158101.0,No Pedestrian Involved,1,0.0
10289,21750000,,Crossing in Crosswalk at Intersection,1,0.0
10290,30749000,,No Pedestrian Involved,1,0.0
10291,27814000,1645000.0,No Pedestrian Involved,1,0.0
10292,32856000,,No Pedestrian Involved,1,0.0
10293,21306000,9128000.0,"In Road, Including Shoulder",1,0.0
10294,25680000,885000.0,No Pedestrian Involved,1,0.0
10295,30018000,,No Pedestrian Involved,2,0.0
10296,24190000,,Crossing in Crosswalk at Intersection,1,0.0
